row_num,final_label,confidence,rationale
2152,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2153,NEEDS_REVIEW,中,"工作/业务通知，需人工判断"
2154,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2155,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2156,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2157,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2158,TRANSACTION,高,"保险/金融服务通知"
2159,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2160,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2161,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2162,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2163,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2164,AD,中,"医疗推广信息"
2165,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2166,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2167,AD,中,"教育培训推广"
2168,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2169,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2170,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2171,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2172,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
2173,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2174,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2175,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2176,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2177,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2178,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2179,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2180,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2181,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2182,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
2183,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2184,AD,中,"运营商营销推广"
2185,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2186,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
2187,AD,中,"运营商营销推广"
2188,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2189,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
2190,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2191,TRANSACTION,高,"快递/物流服务通知"
2192,HARASS,高,"包含催收/威胁关键词"
2193,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2194,NEEDS_REVIEW,高,"政府/公益/公共服务信息，无商业推广"
2195,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2196,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2197,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2198,AD,中,"运营商营销推广"
2199,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
2200,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2201,TRANSACTION,高,"保险/金融服务通知"
2202,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
2203,AD,高,"包含多个广告特征"
2204,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2205,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2206,TRANSACTION,高,"快递/物流服务通知"
2207,NEEDS_REVIEW,高,"天气预报服务信息"
2208,HARASS,高,"包含催收/威胁关键词"
2209,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2210,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
2211,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2212,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2213,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2214,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2215,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2216,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2217,HARASS,高,"包含催收/威胁关键词"
2218,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2219,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2220,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2221,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2222,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
2223,NEEDS_REVIEW,中,"工作/业务通知，需人工判断"
2224,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2225,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2226,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2227,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2228,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2229,NEEDS_REVIEW,高,"天气预报服务信息"
2230,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
2231,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2232,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2233,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
2234,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2235,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2236,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2237,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2238,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2239,NEEDS_REVIEW,高,"政府/公益/公共服务信息，无商业推广"
2240,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2241,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
2242,AD,中,"医疗推广信息"
2243,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2244,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2245,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2246,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
2247,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2248,TRANSACTION,高,"快递/物流服务通知"
2249,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2250,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2251,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2252,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
2253,AD,中,"医疗推广信息"
2254,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2255,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2256,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2257,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2258,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2259,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
2260,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2261,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2262,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2263,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2264,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2265,AD,中,"医疗推广信息"
2266,AD,中,"运营商营销推广"
2267,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2268,AD,高,"贷款产品推广广告"
2269,NEEDS_REVIEW,中,"工作/业务通知，需人工判断"
2270,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2271,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2272,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2273,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2274,TRANSACTION,高,"快递/物流服务通知"
2275,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2276,NEEDS_REVIEW,中,"工作/业务通知，需人工判断"
2277,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2278,AD,中,"运营商营销推广"
2279,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2280,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
2281,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
2282,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2283,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2284,TRANSACTION,高,"快递/物流服务通知"
2285,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2286,AD,高,"包含多个广告特征"
2287,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2288,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2289,AD,中,"运营商营销推广"
2290,NEEDS_REVIEW,高,"政府/公益/公共服务信息，无商业推广"
2291,AD,中,"运营商营销推广"
2292,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2293,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
2294,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2295,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2296,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2297,AD,中,"运营商营销推广"
2298,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2299,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2300,TRANSACTION,高,"快递/物流服务通知"
2301,AD,高,"包含多个广告特征"
2302,AD,高,"包含多个广告特征"
2303,AD,高,"贷款产品推广广告"
2304,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2305,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2306,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
2307,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
2308,TRANSACTION,高,"快递/物流服务通知"
2309,NEEDS_REVIEW,高,"政府/公益/公共服务信息，无商业推广"
2310,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2311,TRANSACTION,高,"保险/金融服务通知"
2312,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2313,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2314,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2315,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2316,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2317,TRANSACTION,高,"快递/物流服务通知"
2318,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2319,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2320,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2321,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2322,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
2323,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2324,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2325,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2326,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2327,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2328,TRANSACTION,高,"保险/金融服务通知"
2329,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2330,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2331,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2332,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2333,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2334,AD,中,"运营商营销推广"
2335,HARASS,高,"匹配催收模式"
2336,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2337,AD,高,"产品营销广告"
2338,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2339,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2340,AD,中,"运营商营销推广"
2341,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2342,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2343,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
2344,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2345,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2346,AD,中,"运营商营销推广"
2347,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2348,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
2349,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
2350,NEEDS_REVIEW,中,"工作/业务通知，需人工判断"
2351,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2352,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2353,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
2354,NEEDS_REVIEW,高,"政府/公益/公共服务信息，无商业推广"
2355,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2356,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2357,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2358,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2359,AD,高,"包含多个广告特征"
2360,AD,高,"贷款产品推广广告"
2361,AD,中,"运营商营销推广"
2362,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2363,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2364,AD,中,"医疗推广信息"
2365,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2366,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2367,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2368,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2369,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2370,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
2371,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
2372,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2373,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2374,NEEDS_REVIEW,高,"政府/公益/公共服务信息，无商业推广"
2375,NEEDS_REVIEW,高,"天气预报服务信息"
2376,TRANSACTION,高,"快递/物流服务通知"
2377,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2378,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
2379,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2380,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2381,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2382,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2383,NEEDS_REVIEW,高,"天气预报服务信息"
2384,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2385,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2386,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2387,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2388,AD,中,"运营商营销推广"
2389,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2390,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2391,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2392,TRANSACTION,高,"快递/物流服务通知"
2393,TRANSACTION,高,"快递/物流服务通知"
2394,TRANSACTION,高,"快递/物流服务通知"
2395,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2396,AD,高,"包含多个广告特征"
2397,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2398,TRANSACTION,高,"快递/物流服务通知"
2399,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2400,NEEDS_REVIEW,高,"天气预报服务信息"
2401,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2402,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2403,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2404,AD,高,"贷款产品推广广告"
2405,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2406,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2407,NEEDS_REVIEW,高,"政府/公益/公共服务信息，无商业推广"
2408,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2409,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2410,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2411,TRANSACTION,高,"快递/物流服务通知"
2412,AD,高,"包含多个广告特征"
2413,TRANSACTION,高,"快递/物流服务通知"
2414,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2415,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2416,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
2417,HARASS,高,"包含催收/威胁关键词"
2418,NEEDS_REVIEW,高,"天气预报服务信息"
2419,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2420,TRANSACTION,高,"保险/金融服务通知"
2421,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2422,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2423,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2424,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2425,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2426,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2427,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2428,TRANSACTION,高,"快递/物流服务通知"
2429,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
2430,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
2431,AD,高,"包含多个广告特征"
2432,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2433,NEEDS_REVIEW,中,"服务评价邀请，边界模糊"
2434,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2435,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2436,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2437,HARASS,高,"包含催收/威胁关键词"
2438,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2439,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
2440,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
2441,NEEDS_REVIEW,高,"天气预报服务信息"
2442,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2443,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2444,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2445,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2446,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2447,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2448,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2449,NEEDS_REVIEW,高,"政府/公益/公共服务信息，无商业推广"
2450,NEEDS_REVIEW,高,"政府/公益/公共服务信息，无商业推广"
2451,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2452,TRANSACTION,高,"快递/物流服务通知"
2453,AD,中,"运营商营销推广"
2454,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2455,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2456,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2457,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
2458,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2459,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2460,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2461,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2462,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
2463,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2464,AD,高,"包含多个广告特征"
2465,AD,中,"医疗推广信息"
2466,NEEDS_REVIEW,高,"政府/公益信息"
2467,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2468,NEEDS_REVIEW,高,"政府/公益信息"
2469,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2470,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
2471,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
2472,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
2473,AD,中,"运营商营销推广"
2474,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2475,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2476,NEEDS_REVIEW,高,"天气预报服务信息"
2477,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2478,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2479,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2480,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2481,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2482,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2483,AD,中,"运营商营销推广"
2484,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2485,AD,中,"医疗推广信息"
2486,NEEDS_REVIEW,高,"政府/公益/公共服务信息，无商业推广"
2487,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
2488,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2489,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2490,AD,中,"医疗推广信息"
2491,TRANSACTION,高,"快递/物流服务通知"
2492,HARASS,高,"匹配催收模式"
2493,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2494,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
2495,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2496,NEEDS_REVIEW,高,"天气预报服务信息"
2497,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2498,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2499,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2500,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2501,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2502,AD,中,"运营商营销推广"
2503,NEEDS_REVIEW,高,"政府/公益信息"
2504,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2505,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2506,TRANSACTION,高,"快递/物流服务通知"
2507,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2508,NEEDS_REVIEW,高,"政府/公益/公共服务信息，无商业推广"
2509,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2510,TRANSACTION,高,"快递/物流服务通知"
2511,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2512,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2513,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2514,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2515,TRANSACTION,高,"保险/金融服务通知"
2516,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2517,NEEDS_REVIEW,高,"政府/公益/公共服务信息，无商业推广"
2518,TRANSACTION,高,"快递/物流服务通知"
2519,TRANSACTION,高,"保险/金融服务通知"
2520,NEEDS_REVIEW,高,"政府/公益信息"
2521,TRANSACTION,高,"快递/物流服务通知"
2522,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2523,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
2524,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2525,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
2526,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
2527,NEEDS_REVIEW,高,"政府/公益/公共服务信息，无商业推广"
2528,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2529,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2530,NEEDS_REVIEW,高,"政府/公益/公共服务信息，无商业推广"
2531,AD,中,"运营商营销推广"
2532,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
2533,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
2534,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2535,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2536,AD,中,"运营商营销推广"
2537,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2538,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2539,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2540,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2541,AD,中,"医疗推广信息"
2542,NEEDS_REVIEW,高,"政府/公益/公共服务信息，无商业推广"
2543,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
2544,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2545,HARASS,高,"包含催收/威胁关键词"
2546,AD,中,"运营商营销推广"
2547,NEEDS_REVIEW,高,"天气预报服务信息"
2548,NEEDS_REVIEW,高,"政府/公益/公共服务信息，无商业推广"
2549,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2550,AD,高,"贷款产品推广广告"
2551,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2552,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
2553,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2554,AD,中,"医疗推广信息"
2555,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2556,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2557,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2558,TRANSACTION,高,"快递/物流服务通知"
2559,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2560,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2561,TRANSACTION,高,"保险/金融服务通知"
2562,AD,中,"教育培训推广"
2563,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2564,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2565,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2566,AD,高,"包含多个广告特征"
2567,NEEDS_REVIEW,高,"政府/公益/公共服务信息，无商业推广"
2568,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
2569,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2570,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2571,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2572,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2573,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2574,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2575,NEEDS_REVIEW,高,"政府/公益/公共服务信息，无商业推广"
2576,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2577,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2578,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2579,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2580,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2581,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2582,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2583,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2584,NEEDS_REVIEW,高,"政府/公益/公共服务信息，无商业推广"
2585,NEEDS_REVIEW,高,"政府/公益信息"
2586,AD,中,"运营商营销推广"
2587,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
2588,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
2589,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
2590,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
2591,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
