id,text,language,source,prior_label,suggested_label,suggest_reason,label,annotator,template_group,notes,pack_role
iiitd_01337,"Plot for Sale in Haridwar At The Bank of Ganga (Ready Possession & Registry) Rs-5000/-P.m Installment Call Y.N.BUILDTECH 9311085505,  OR SMS YND 53030",hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,43d46c5cb467,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01343,"Play CricEx LIVE during India vs. Netherlands match - WIN iPad,  Blackberry & Team India Jerseys at the end of the match. Logon to http://m.ibibo.com/c/10",hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,433505d7c477,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01348,"PLANET BLOOMINGDALE-A unique pre-school with 12 hrs.day care. Admission open 4 Playgroup, Pre-Nursery, LKG, UKG, SummerCamp. Call-9243101700. planetbloomingdale.com",hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,4bd08eaf36be,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01349,Plan Sanction as per MPD2021 X-Tra Floor X-Tra Area DDA MCD DSIDC HUDA:Gurgaon Faridabad Noida HI-TECH ARCHITECTS 9212012222 65657777  hi_tech@in.com,hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,71783a11cb9d,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01352,PL UPDATE: Liverpool 1 Arsenal 0. David Ngog strikes past goalie Manuel Almunia into the roof of the net in 46th minute to give lead to 10-man Liverpool,hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,19f4a1f5ceeb,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01354,PL UPDATE: AT FULL-TIME: Aston Villa 3 West Ham 0; Blackburn 1 Everton 0; Bolton 0 Fulham 0; Sunderland 2 Birmingham 2; Blackpool 4 Wigan 0; Wolves 2 Stoke 1,hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,5d752b40babd,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01355,PL TIES: Liverpool v Arsenal (8:25 PM IST). This fixture has seen more hat-tricks (5) than any other in EPL history including an Arshavin special in 2009,hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,f6af6be26ffe,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01357,"Anxiety??,Do you find yourself stressed out too often?
^Yes/No
Reply within 24hrs to get some easy stress relieving exercises.",hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,bdc24f93e827,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01358,"Pizzas,  Sandwiches & more for Rs 149 @ Grillz (Del)/ 84% off @ Shahanaz Husain (Noida)/ 70% off on Meditation & Music Therapy (Ggn). Visit www.snapdeal.com",hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,8be621086a5f,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01359,Winters & Weddings. Enjoy the season with glittering garments. Wardrobe Drycleaning Best Quality @ Affordable rates. Over 60 outlets in NCR. Call 9654726000,hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,4ede55cf5361,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01360,"Piyush Group Launches PIYUSH HORIZON at Gurgaon Extn,  Dharuhera,  NCR, NH-8,  2&3 BHK apts@1700/sqft. High Appreciation,  Good Living. For Best Deal:09354305812",hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,bfa189680cf8,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01361,Looking for a job? Give us a chance to provide the way! Submit ur RESUME as candidate on Jobsagar.com and get your DREAM JOB at your DOOR STEP. - TEAM JOBSAGA,hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,1f8eb94a972c,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01362,Photo sharing and Matrimonial services available on mZone. Subscribe to mZone from mobile. Visit http://wap.mzone.in or www.mzone.i,hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,97afaeed2dd9,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01364,"Phn no.-9229151516, acct no-936601835, plan name-v data retention unlimited@399 plan., bill no-1020678597, bil date.-5 may 11.inform yes or no before 4 clock n tell them to resume services so?n.",hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,4e26017f286b,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01365,Phenomenal Response to Tashee Group New Launch Sec 111 Gurgaon - Limited Apartments of 2/3/4 BHK left at 2990/sft. sms GGN to 560705,hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,51a950133bf2,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01367,Perfect solution to pack your shoes. Nike shoe bag for Rs 399 @1pm Enchanting getaways awaiting you. Arpenaz Backpack for 299 @3. Login www.soldinsixty.com,hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,8c535e55645e,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01369,"Per Couple *MANALI 3N/4D@14, 999 *SHIMLA 2N3D@12, 700 *NAINITAL 2N/3D@14, 000 Brkfst+Dinner+VOLVO Get details on email now send sms INBOX  EMAILID to 56161",hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,7ab5b7e955e4,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01370,"PEOPLE-The Fashion Store announces its End of Season Sale. Discounts Upto 40% & other attractive offers. PEOPLE Store@Karol Bagh,  Ajmal Khan Rd. Ph - 45097543",hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,02efb41325a3,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01372,"Winter stocks Just Arrived @ The Arcade, Kazi road . Get a Scarf Free on purchase of Rs.1795 or more .",hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,2955c020a384,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01376,"People who rech with World Cup Top Up got FREE LocR-R min basis highest Batsman score, To know World Cup offer only for U sms WC to 56789(Toll FREE).Reliance",hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,3d65610551a4,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01377,"PEOPLE STORE LAUNCHES ITS SPRING SUMMER COLLECTION OF MEN, WOMEN, YOUTH, KIDSWEAR & ACCESSORIES.REFRESH YOURSELF THIS SUMMER@PEOPLE STORE KAROLBAGH,  PH.45097542/69",hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,0a803b965497,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01378,"PEOPLE presents fashion 4 the street, not the ramp.Get awarded 4 voting.Show ur finger-mark & get 10% off @PEOPLE store on Ajmal Khan Road Karolbagh 01145097543",hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,75c71ee2634b,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01381,"PEOPLE Family Store-Fashion for the street announces Monsoon Bonanza. Buy 3 Get 2 FREE,  Buy 4 Get 4 FREE. PEOPLE  5/45, AjmalKhanRoad Karolbagh. PH-45097543,69",hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,8e12b586723c,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01383,Special offr for HDFCBank customers! Flat 10% Cashback on booking travel or movie tickets or shopping on ngpay using HDFC Bank A/c. Offr till 30 Jun.T&C appl,hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,9ae1bdf260cc,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01385,pecial Offer for Delhi customers. Recharge with Rs75 while on Roaming any where across India & get Talktime of Rs70. Talktime valid for 7 days,hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,0ca96543fdc1,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01387,Peaceful home or concentration in studies. Tension of JOB or whole day laziness. Only one answer to all the problems is VASTU.Get VASTU tips.sms VASTU to 54000,hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,1d0c202de2d9,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01388,Looking for the Telecounselors for distance learning programs - Location Mayapuri - Pick & Drop Provided Salary 12k + Incentive Call 9871997066,hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,186bf14e0fbd,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01390,"The Saga Continues,If you had to be a part of the Twilight series, which group would you want to be in?
1) Werewolves
2) Vampires
Reply within 24hrs to get a sneak peek of ?The Twilight Saga: Breaking Dawn- Part 1?",hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,c5359c0d489d,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01391,"Payein 2GB ka data download raat (12am-8am) mein,  100MB baki samay mein aur uske baad ki usage 30p/50KB mein 30 din tak. Dial karein *567*14# (Muft). Rate-Rs95.",hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,118b0d2329a2,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01393,Pay tax with Union Bank?s Internet Banking. Keep with the times. Keep it simple.,hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,1836e37cb0c3,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01394,Pay SBIcard dues thru MBS. BILLPAY > ADDBILLER>OPTIONS> ADD> CompanyID = SBICARD >nick name. Consumer detail= card no. Pay in round rupees. Leave BILLID- blank.,hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,1e990e8e0151,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01395,"Pay Rs3400 for 1TB Seagate Expansion External Drive worth Rs7490. USB2.0 connect,  3 Yrs warranty. Rs50 xtra COD.  Sms EHD to +919686446386 or mGinger.com/d/24",hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,0ebc79850cda,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01401,"OMG!,Mosquitoes love stinky feet!
1) True
2) False
^1/2
Reply within 24hrs to know an interesting mosquito fact.",hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,dd747234ed14,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01402,"Pay Premiums for 10/15 yrs. Get guaranteed tax-free Money Back at regular intervals & life cover,  upto 100 years!! To know more,  sms RN to 56070. T&C Apply",hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,37f76928357d,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01404,"Pay now,  get MORE for SURE Offer on your broadband acc. Pay 2/6/12/36 Months Adv Rent and get 7days/1Mn/3Mn/ Laptop free. Call 01166082711. Conditions Apply",hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,f12b7e409c99,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01406,"Pay just 20%, rest 80%  pay after possesion.loan byDHFL,  2/3/4 BHK APPTS@2772p.sq.ft. in sec37D, GGN.  township on DWARKA EXPRESSWAY.100% profit @ 8800322199",hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,1d8c60310085,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01409,"Join Appin Job Oriented Program in hitech areas of Hacking, Robotics, Java, .Net and get placed in top MNCS.Reg.now.Call/SMS:9717470565",hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,0779c04218fb,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01410,"Partying tonight? Drink but don't drive. Book a Meru to enjoy a comfortable ride home. Call Meru on 44224422 or log on to www.merucabs.com - Meru Cabs,  Delhi",hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,8407b35f0b0d,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01413,"Participate in the Citizen Connect Initiative on www.lavasafuturecities.indiatimes.com and stand a chance to win a free trip to Zurich,  Switzerland and Lavasa.",hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,70fc0dd36ea4,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01414,"Part 1 Course at Gyan manch & Shankari Bhawan from 7-12 June,  Morning/Evening Sessions. Call 9832034247/9434046331/9434494836",hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,83d0e9a2c132,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01423,"Singles Champion!,How many singles title has Roger Federer won so far?
1) 80
2) 69
3) 75
^1/ 2/ 3
Reply within 24 hrs to get a video FREE from Blyk on Aircel.",hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,5787d9bfea5d,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01424,Paras Tierea City at Yamuna Xpresway.. Residential Plots@11 lac onwrds. Near Racing Track/night safari.. Sms ICR to 54999 www.investorsclinic.in,hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,6ee56eb64a0e,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01428,Paras *Tierea City* at Yamuna Xpressway.. Residential Plots @13.5 lacs onwrds.. Near Racing Track/night safari.. Sms IT to 54999 www.investrsclinc.in,hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,265c01d6c43b,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01429,PARAMOUNT presnt FLORAVILLE ab payen apne sapno ka ghr at X-WAY Noida Sec-137Near Metro St.Booking  of 2/3BHK only atRs2975/-sq.ft sms/mailid/call-8800298965,hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,4e11e4f8f906,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01433,"PARAMOUNT PRESENTS EMOTIONS*2/3 BHK FLAT @ 19.30 Lac*Semi Modular Kitchn*Cupboard*R.O. System@ Noida ExtnFor Enquiry: 9212414825,9268572022",hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,2f5dc0dcd6cf,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01434,"Winter Hair Trends,Hey guys, get a new look with Fall/Winter 2011-2012 hairstyle trends. 
1) Fringe
2) Slick Back
3) Classic Part
4) I?m a Girl
1/2/3/4
All your replies to Blyk on Aircel are free.",hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,293cffe14e6f,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01435,PARAMOUNT FLORAVILLE 2/3 BR DESIGNER APPARTMENTS @ Rs.31 Lac Onwards*ON NOIDA EXPRESSWAY*10 MINS DRIVE FROM ATTA MARKET*FOR BEST DEALS send YES @9990304016,hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,00d2c17776f1,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01436,PARAMOUNT *5star Fuly Furnshd Studio Apartments* NoidaEx @10.9Lac on 9hole Golf Course *Book befor 24Apr-Save 1.3Lac *Phase1 sold out SMS SP to 56677,hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,bc49603d64f8,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01438,"Pantaloons announces- The LAST of the BEST OFFER -get 15% OFF on Ajile,  Bare,  Rig,  UMM and many more. Offer applicable on select merchandise. TC",hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,db75eb3ecebc,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01439,Panchsheel Launches Greens II in Noida Extn. 2/3/4 BHK from Rs.16.64 lacs. Best Location. Close to FNG Expressway. For Best deal SMS ACD PG to 56070,hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,5ccd952699d7,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01441,"Painting your Dream Home? Get Professional Colour Advice,  Latest Trends & Painting Services from Dulux Decorator Center near you. SMS Dulux to 56263",hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,1d8bbdd1eb88,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01449,p/sec call Airtel par aur anya call 1.2 p/sec poore 1 saal ke liye! Saath hi Rs25 ka talktime Rs28 ke recharge par. Aaj hi apna mobile Rs28 se recharge karein,hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,2cc9f09f4eb3,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01450,P presnts Kensington Blvrd@sec-131 Noida xway.Combo of world class amnenties.1/2/3/4 BHKApts starting 16.20 Lac on DP. Easily loan avlble. SMS bop to 5667,hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,9e10dc809b26,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01451,P Kensington Blvrd@sec-131 Noida xway.Combo of worldclass amnties&exclnt connectivity.1/2/3/4 BHKApts startin 16.20 Lac on DP.Easy loan avlble.Call-956079603,hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,243af7a2fd1e,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01452,P just made your holidays more fun. Buy any HP pavilion notebook & get a Kodak camera. Shoot it. Share it. T&C apply. HP World: WOC Rd 9986686555 / 991697439,hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,3666e3b7aaf0,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01453,P Greens Prsnts KnightCourtSuperLuxry Golfview apts in Wishtown Sec128 Noida2/3/4bhk Apts &4/5bhk Penthouse @4790sqft(dp)LMITED EDITIONSMS ISP to 5607,hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,9ef1f4ffc95c,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01454,P GREENS Prsnts KASA ISLES Best Located Facing Noida X-Way Adj5*Hotel 10mins frm Ashram 85% Green Area 1/2/3/4BR@2881(DP) Start@15.41L SMS OMR to 5667,hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,f975922792a8,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01455,Own your dream home at RG Residency 1/2/3/4BHK 15 lakh onwards.Best Location at Sec120 NOIDA. Unmatched Payment plan.SMS Home to 53536,hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,c920d486a994,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01456,"OWN YOUR DREAM HOME at a special DISCOUNTED RATE!2/3 bhk in sector 103, gurgaon available at special rates only till 6th march.Call Team Agni now 9212255555",hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,f49bcda7e8fa,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01458,"WIN Wrist Watch! Credit your HDFC Bank A/c with Rs.10,000 or more before 15th March, 2010 and the first 15,000 customers can win a watch.T&C",hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,bd8d22888752,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01460,Own your 300sq.mt & above Authority Industrialland just 65 km from Faridabad & Gurgaon on main Mathura road only in Rs 5.8lac.Divine Realtors:9811627875,hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,67c80c426974,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01462,"OWN HOME IN DELHI,  5.4 Acre Uppal's METRO PARK Dwarka 2/3BHK-48/72Lac appox, Luxury Specs-Metro Stn/Pool/Club/Modular Kitchen/Power Bkp,  Call 39881010 or SMS MP",hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,6a8c39daa7ca,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01464,"Own a Plot in Mysore! MUDA Apprvd,  Corptn Limits,  ready for regn. Just 10kms from city,  6.66 Lacs Onwadrs. Call:08214001100 or logon www.propertiesinmysore.com",hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,9fb35f054a12,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01466,ow use Internet on your Airtel mobile! You will be receiving Free Internet settings shortly. Save the settings and enjoy internet,hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,1013bda51326,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01467,Now get Instant CASH against ur Gold jewellery is safe & secure @ lowest Interest rates.SMS 'GL' to 5676712. T&C Aply. HDFC Bank,hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,f2306ea42664,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01469,ow 50% off on most items at CnM (CHUNMUN).T&C apply,hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,8e080c047425,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01470,"Win ticket worth Rs.100 on www.bookmyshow.com by activating iMobile on your handset anytime between 18-Oct to 30-Nov. To download, SMS IMOBILE to 5676766.",hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,f42c5144de4e,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01471,Overcome programming challenges for multicore and learn the techniques to scale reliability. Attend Intel session at 3.45 PM at Microsoft Community TechDays,hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,e4f8c167516e,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01472,"Over 3,0,000 songs on the www, music. nokia.com. Download 5 free tracks from the Nokia Music Store. Download now at http://music.nokia.co.in/myn5free",hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,4957044b3eb3,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01475,Our National Anthem is Nominated for 2010 oscar.Cast ur vote at oscar10.comAs an Indian its our duty.Do 4wrd it Now...,hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,a1c965f9d896,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01476,our Mobile Number has been registered for ICICI Bank Mobile Banking Alerts. We thank you and look forward to be of service to you,hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,72dc2ddb3f18,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01478,our lifetime of holidays now at EMIs which cost less than a weekend movie and dinner.Only with Club Mahindra!To know more SMS HOLIDAYS MOB to 57007.T&C appl,hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,284e69862ddb,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01482,Win ONIDA Washing Machine tdy worth Rs 6500. Play Kambola and win wid lowest unique amt. Min bid Re 1. To start winning Call 58888084 TOLLFREE,hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,d23a61496ad8,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01485,OTE NOW in the Avaya GlobalConnect Customer Responsiveness Award poll. Log onto www.avayaglobalconnect.com/readerspoll2010.asp to vote for ICICI Pru Life,hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,06f02389a3d3,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01487,"Orris Aster Court Sec-85, Gurgaon Rate-Rs.2450/sq.ft *3, 3+S, 4 BHK Project Approved by Banks 9999662422,  9711004454 Genesis Real Estate Consultant Pvt. Ltd",hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,2193f80ab786,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01491,"ORIGINAL EK MUKHI RUDRAX Offer !! Just Rs.1500/-, +Parad Shivling+Maha Yantra+ADO-VDO CD+Navratna Ring Gift !! Order US.09560393611.",hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,9a5ba20bcfc3,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01493,Original Booking sec 68 Ggn Near Golf Course Extn Road AC aptt 2/3 BHK at 3750/sqft New price 4000+/sqft Dont miss Best for invest/end use Cont@9910069836,hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,33fc8273f3e6,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01495,"WIN IPRU BRANDED EXECUTIVE BAG on just 1case of Rs10000 ON MONDAY & 2.5Grms Gold+MUSSORIE TRIP FOR 2D/1N ON 1Lakh WFP B/W 13th-26th APRIL --160by2.com {COP OUT a rib tickling comedy starring Bruce Willis as a cop, in cinemas 16 April}",hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,4e399b658d1d,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01497,"Original booking open for Plots (Golf Course) at yamuna Xway (reputed builder) size-150 sqyd & also resale option available,  Estate Promoters 9711131803 /4",hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,fa03aa0f3040,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01500,"Original Booking of Shops and Offices in M3M COSMOPOLITAN on Golf Course Road Extension,  Gurgaon.2 Yrs possession.Installment plan. Call 9873856608.",hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,02e3ea1bf02d,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01501,"Back to front!,Tiger Woods? victory at the Chevron World Challenge was his first title win after how many months?
1) 26
2) 24
3) 16
^ 1/ 2/ 3
All replies to Blyk on Aircel are FREE",hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,5f495689f986,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01504,Orientation in BBD-Lucknow is on 8-Jun-10.Kindly send ur final payment by 5th June 2010.Ignore if already paid.In case of query call Ms Sharmeen 09312889010.,hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,4b2426e7f640,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
iiitd_01507,Win a Mercedes-Benz & assured gifts by subscribing to the Forbes India special offer. SMS Forbes to 51818 NOW. T&C Apply,hi,iiitd_sms_spam_v1,AD,AD,freeze_resample_from_labeled,,,c35f0cead4a1,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
