id,text,language,source,binary_label,suggested_label,suggest_reason,label,annotator,template_group,notes
zh_pilot_0184,移动微博调查:你最喜欢哪个话题？A黄金价格走势，B戛纳电影节，C毕业季，回复参与抽奖，礼品详情http://139url.cn/9jef6g,zh,gitcode_zh_sms_8a104,1,AD,spam-link-promo-candidate,,,c2b1778d8ecc,
zh_pilot_0185,尊敬的苏宁会员：在节能补贴结束之际，诚邀您参加21日康佳彩电33周年生日夜宴，50吋3DLED最后补贴价3999!询:13926412596,zh,gitcode_zh_sms_8a104,1,NEEDS_REVIEW,spam-unclear,,,a2827f414eac,
zh_pilot_0186,(预约成功)10月10日 14:00，朝阳区SOHO现代城1号楼507，。保洁员：郭红恩，电话：13126626245 【阿姨帮】,zh,gitcode_zh_sms_8a104,0,NEEDS_REVIEW,normal-unclear,,,5ad8b7bd7fd6,
zh_pilot_0187,温馨提示，截止12月21日24时，您当月套餐内流量已使用155.67MB，剩余流量144.33MB。登录 wap.10010.com 直充话费，方便又打折!,zh,gitcode_zh_sms_8a104,0,AD,merchant-promo,,,89479835eb07,
zh_pilot_0188,纸袋碰腿北京2孕妇地铁内互殴[人民]-中国移动冲浪助手:http://go.10086.cn/nd/mh9/YlvHC,zh,gitcode_zh_sms_8a104,1,AD,spam-link-promo-candidate,,,acba29da0882,
zh_pilot_0189,你好！我处长期和建行合作提供贷款，年息10，手续简单，当天放款，李主任13244781870,zh,gitcode_zh_sms_8a104,1,HARASS,collection/gray/adult/gambling,,,b2d9839fb1f9,
zh_pilot_0190,现在买11选5中奖额外送彩金，单注最高奖金580元，别错过！ http://518.qq.com/p?105,zh,gitcode_zh_sms_8a104,1,FRAUD,fraud-intent-keywords,,,866eb37c7448,
zh_pilot_0191,【联通热门应用推荐】疯狂斗地主(赢奖)――网络真人对战斗地主，体验秒杀对方的快感！免费下载:http://wostore.cn/I3IRFn,zh,gitcode_zh_sms_8a104,1,AD,spam-link-promo-candidate,,,036d47b605e6,
zh_pilot_0192,乐享无线城市，五月好运好礼领航！新用户成功注册就抽奖，老朋友幸运号码赢好运。辽宁无线城市诚邀新友、旧交一起来把精彩好礼抱回家！详情点击：http://shenyang.wap.wxcs.cn,zh,gitcode_zh_sms_8a104,1,AD,spam-link-promo-candidate,,,513ee26f0c81,
zh_pilot_0193,"急用钱吗，有房产/轿车短期借款当日放款。银行借款3-5日批贷，已有银行借款房屋还可贷房屋评估值的100,办大额信用K,详询51291111",zh,gitcode_zh_sms_8a104,1,AD,merchant-promo,,,f274ee3b9e11,
zh_pilot_0194,【北京银行】您的尾号为6707的京卡已成功注册北京银行短信天使服务。详询95526,zh,gitcode_zh_sms_8a104,0,AD,merchant-promo,,,c5710d5e9184,
zh_pilot_0195,查询余额服务：您总账户余额为251.61元。详情为：主账户余额251.61元，副账户余额0.00元。感谢您的使用，中国移动。,zh,gitcode_zh_sms_8a104,0,NEEDS_REVIEW,normal-unclear,,,3d5017fc72db,
zh_pilot_0196,【百度】【百度外卖】亲爱的用户，您的外卖已送达，感谢您对我们的支持！您有任何意见都请不吝评价：1、非常满意，赞一个；2、一般，还会来体验；3、很不满意（请告知下原因吧，我们一定竭力改进，例如：配送速度、菜品问题、压根没送到等）。,zh,gitcode_zh_sms_8a104,0,NEEDS_REVIEW,normal-unclear,,,c0d6966f67f5,
zh_pilot_0197,建鑫●金海岸C区：离一中更近一步！22#26#95㎡，看江大三房，24日早9点，全城狂欢大抽奖，人人有机会6315666【建鑫地产】,zh,gitcode_zh_sms_8a104,1,NEEDS_REVIEW,spam-unclear,,,ce0c2905bf17,
zh_pilot_0198,入住世界500强安全社区，品质生活一步到位！绿地世纪城90-200平美宅3988元/㎡起，抽奖活动百分百中 奖！报打车费5051111,zh,gitcode_zh_sms_8a104,1,NEEDS_REVIEW,spam-unclear,,,315aad1c9371,
zh_pilot_0199,移动微博调查:你最喜欢哪个话题？A黄金价格走势，B戛纳电影节，C毕业季，回复参与抽奖，礼品详情http://139url.cn/9jef6g,zh,gitcode_zh_sms_8a104,1,AD,spam-link-promo-candidate,,,c2b1778d8ecc,
zh_pilot_0200,建鑫●金海岸C区：离一中更近一步！22#26#95㎡，看江大三房，24日早9点，全城狂欢大抽奖，人人有机会6315666【建鑫地产】,zh,gitcode_zh_sms_8a104,1,NEEDS_REVIEW,spam-unclear,,,ce0c2905bf17,
zh_pilot_0201,【天上掉下个Iphone5！】通信助手的众亲们，回对应数字设置优先接收的回执精品资讯：2、健康；4体育；6娱乐。成功设置可参与次月Iphone5和1000元话费抽奖。您还可登录 http://v1x.cn/V2X 设置，访问产生的流量费按标准收费。中国移动,zh,gitcode_zh_sms_8a104,1,TRANSACTION,account/order/auth/logistics-result,,,7df64b8e94cb,
zh_pilot_0202,额度紧，贷款难？找平安！平安易贷险助您从银行获取无抵押贷款，月入3000即可，最快1天放款，详询10100000或回复Y【中国平安】,zh,gitcode_zh_sms_8a104,1,AD,merchant-promo,,,938763cab559,
zh_pilot_0203,9周年特惠!玉兰油多效美白防晒霜50g特价69.9!个护、男士用品、化妆多品牌联合大促159减50【苏宁美妆频道】4006160066,zh,gitcode_zh_sms_8a104,1,AD,merchant-promo,,,1b1fe873e38c,
zh_pilot_0204,有人富贵有人平凡，想知道你命里有几座金山？想看你今年是否命犯桃花？回21加8位出生日期（如2119810527）生活娱乐为您探知蛇年开运法2,zh,gitcode_zh_sms_8a104,1,NEEDS_REVIEW,spam-unclear,,,115755ed5b22,
zh_pilot_0205,"【YY语音】换图注册验证码:6761, 请尽快在注册页面输入并完成注册流程.",zh,gitcode_zh_sms_8a104,0,TRANSACTION,account/order/auth/logistics-result,,,e2055c68e0fb,
zh_pilot_0206,"【买4G就上www.10010.com】""",zh,gitcode_zh_sms_8a104,0,NEEDS_REVIEW,normal-unclear,,,deb98cee1e4a,
zh_pilot_0207,限量双重优惠，全城开抢【万科森林公园】梦想卡申领、优惠资格升级双重大礼限量发布。主城中心，双名校学区、21年金牌物业68999888【万科】,zh,gitcode_zh_sms_8a104,1,AD,merchant-promo,,,93cb0edf461c,
zh_pilot_0208,乐享无线城市，五月好运好礼领航！新用户成功注册就抽奖，老朋友幸运号码赢好运。辽宁无线城市诚邀新友、旧交一起来把精彩好礼抱回家！详情点击：http://shenyang.wap.wxcs.cn,zh,gitcode_zh_sms_8a104,1,AD,spam-link-promo-candidate,,,513ee26f0c81,
zh_pilot_0209,"澳门网上娱乐有活动啦！真人百家乐,足球投注,时时彩,香港彩48倍,新开户即送体验金58元,首存送30彩金.网址 www.8343.com",zh,gitcode_zh_sms_8a104,1,AD,spam-link-promo-candidate,,,138a6b62bd79,
zh_pilot_0210,珠江东都国际，全家庭国际生活区！三轨交汇，大站快轨，三甲医院，10万平米商业，全程教育。精装样板盛装绽放！预约品鉴4000812001,zh,gitcode_zh_sms_8a104,1,NEEDS_REVIEW,spam-unclear,,,f0fad5f37bc9,
zh_pilot_0211,【网票网】您购买的影票:博纳悠唐国际影城 06月08日20:55 明日边缘（数字３Ｄ） 60分钟后上映，请提前至影院取票。,zh,gitcode_zh_sms_8a104,0,NEEDS_REVIEW,normal-unclear,,,66da80440eef,
zh_pilot_0212,团购二环边现房住宅，均价6000元每平，可正常贷款，配套高标准学校，开发商直销垂询热线：15887174183 （欢迎实地看房）【春城慧谷】,zh,gitcode_zh_sms_8a104,1,AD,merchant-promo,,,27bda440db3d,
zh_pilot_0213,额度紧，贷款难？找平安！平安易贷险助您从银行获取无抵押贷款，月入3000即可，最快1天放款，详询10100000或回复Y【中国平安】,zh,gitcode_zh_sms_8a104,1,AD,merchant-promo,,,938763cab559,
zh_pilot_0214,接上:网淘利器浦发E-GO卡打造可安全掌控的虚拟账户，在线网银或官方微信一分钟发卡。四大卡组织优惠轻松享，更享消费返现礼遇。【浦发银行】,zh,gitcode_zh_sms_8a104,0,AD,merchant-promo,,,4d0fb9795052,
zh_pilot_0215,【翼周刊—美食】你见过美食的纵切面吗？看艺术家为你展现食物不为人知的一面！详情请点击>>（本周刊免费，载入首页仅需0.1M流量，如退订请发送TYZF至10001）http://m.bj189.cn/3187?taskId=3380,zh,gitcode_zh_sms_8a104,1,AD,spam-link-promo-candidate,,,2309d0ca4362,
zh_pilot_0216,您好！中信集团在本地长期提供小额贷款，免担保，免抵押，年息15，当天办理可当天放款。联13587677836 刘经理,zh,gitcode_zh_sms_8a104,1,HARASS,collection/gray/adult/gambling,,,f37856e13c12,
zh_pilot_0217,日立挖机性能更稳定，一年免息，旧机置换，7吨新机型更省油，ZX210K型机针对搞头作业更专业，液压泵无偿换修。请咨询日立业务员或周经理18601777837【北斗通】,zh,gitcode_zh_sms_8a104,1,NEEDS_REVIEW,spam-unclear,,,c6c8835fba51,
zh_pilot_0218,您尾号4118的信用卡26日10:39消费人民币425.00元。送你99积分，马上领 t.cn/8s52qAr 。[招商银行],zh,gitcode_zh_sms_8a104,0,TRANSACTION,account/order/auth/logistics-result,,,8df52e1df6c5,
zh_pilot_0219,感觉生活空虚寂寞吗？让沃看湖北手机电视给你添加不一样的生活色彩吧！超火剧集，精彩大片随你挑！免费下载客户端，直至6月还全免流量费哦！       http://hao.hb165.com/i/1/eM2HdNbm,zh,gitcode_zh_sms_8a104,1,AD,spam-link-promo-candidate,,,586ad167f28a,
zh_pilot_0220,3賬單:截數日期18/05/13流動電話賬戶39674666話音2114分鐘數據1.0GB文字0多媒體0應繳 $396到期日01/06/13閣下可透過 www.three.com.hk 或Planet 3進入客戶服務查詢賬單詳細資料或按*231查詢客戶號碼及應繳款項。此外，閣下按此連結 http://www.three.com.hk/QRCode/qrcode.jsp?lang=chi&parm=ZIDWXVx9fcZfciyTEJFXbPP0MCXniWhMlY50%2Fu7v31dkbboUOBpQKA%3D%3D 收取QR碼，即可於全線屈臣氏個人護理店以 QR 碼繳費。在漫遊時瀏覽 QR 碼，須繳付漫遊數據費。,zh,gitcode_zh_sms_8a104,1,AD,spam-link-promo-candidate,,,f0e0d97818ff,
zh_pilot_0221,【信托理财】100万起，固定收益8.8％-12％；询13913557225园区环球188-11楼。世界500强、央企下属理财机构【大唐财富】,zh,gitcode_zh_sms_8a104,1,NEEDS_REVIEW,spam-unclear,,,784689a65e21,
zh_pilot_0222,您账户4371于09月04日17:17ATM取款人民币500.00。微信无卡取款立享便捷:t.cn/8sKVdxN。[招商银行],zh,gitcode_zh_sms_8a104,0,NEEDS_REVIEW,normal-unclear,,,dc6c7ff9dd5d,
zh_pilot_0223,21日15:56致15017828405短信送达。#1块读好书#汕头读书月第二波活动火热启动啦！5月底前发“三周年庆”到10658080进入“1块读好书”专区，每天1元即可淘尽专区内图书！,zh,gitcode_zh_sms_8a104,1,AD,merchant-promo,,,848b1982d375,
zh_pilot_0224,"澳门网上娱乐有活动啦！真人百家乐,足球投注,时时彩,香港彩48倍,新开户即送体验金58元,首存送30彩金.网址 www.8343.com",zh,gitcode_zh_sms_8a104,1,AD,spam-link-promo-candidate,,,138a6b62bd79,
zh_pilot_0225,有房产车辆急用钱？短期应急，当天下款！银行贷款5日下款，贷款中的房可按现市值满成再贷！理财年收益12详询李强406998628【中鼎智德】,zh,gitcode_zh_sms_8a104,1,AD,merchant-promo,,,68bbd0480293,
zh_pilot_0226,"【携程】十一假期早规划,即日起至8月15日,凡购买任我游满10000元送300,依次类推，上不封顶,详询10106666*7. 回T退订",zh,gitcode_zh_sms_8a104,0,AD,merchant-promo,,,dd11b201dc58,
zh_pilot_0227,【天上掉下个Iphone5！】通信助手的众亲们，回对应数字设置优先接收的回执精品资讯：2、健康；4体育；6娱乐。成功设置可参与次月Iphone5和1000元话费抽奖。您还可登录 http://v1x.cn/V2X 设置，访问产生的流量费按标准收费。中国移动,zh,gitcode_zh_sms_8a104,1,TRANSACTION,account/order/auth/logistics-result,,,7df64b8e94cb,
zh_pilot_0228,贝克汉姆宣布退役，结束足球生涯，详情点击：http://m.zj.com/uni/news/?cid=8&did=925172,zh,gitcode_zh_sms_8a104,1,AD,spam-link-promo-candidate,,,0dc0d42cee09,
zh_pilot_0229,尊敬的客人：欢迎选乘中国民航出行。“北京万达嘉华酒店”温馨提示：由于近期机场加强安检，请提前90分钟到达机场办理登机手续。如免收，请回复qxdy。点入 feilv.com/BJ/ 可获得您意想不到的服务。【中国民航信息】,zh,gitcode_zh_sms_8a104,0,NEEDS_REVIEW,normal-unclear,,,88f9f95ff7f7,
zh_pilot_0230,贺新华凌市场旁，会展大道核心地段，弘域·欣源精品社区喜封金顶，特推出4558元/平限量准现房，您还犹豫吗？询3370966  3370956,zh,gitcode_zh_sms_8a104,1,AD,merchant-promo,,,48339d0b1d8f,
zh_pilot_0231,现在买11选5中奖额外送彩金，单注最高奖金580元，别错过！ http://518.qq.com/p?105,zh,gitcode_zh_sms_8a104,1,FRAUD,fraud-intent-keywords,,,866eb37c7448,
zh_pilot_0232,文丰南疆码头装，运费８０元，好装车。于岩：１３９２００８７２５１　　１８９２０２２７７３２【东盛】,zh,gitcode_zh_sms_8a104,1,NEEDS_REVIEW,spam-unclear,,,5ae9074f1544,
zh_pilot_0233,"您尾号7544卡1日09:48工商银行收入(李海溶)4,200元。【工商银行】",zh,gitcode_zh_sms_8a104,0,TRANSACTION,account/order/auth/logistics-result,,,abce02857e37,
zh_pilot_0234,纸袋碰腿北京2孕妇地铁内互殴[人民]-中国移动冲浪助手:http://go.10086.cn/nd/mhd/hQp8j,zh,gitcode_zh_sms_8a104,1,AD,spam-link-promo-candidate,,,acba29da0882,
zh_pilot_0235,"您尾号7544卡30日20:25POS支出1,449元。【工商银行】",zh,gitcode_zh_sms_8a104,0,TRANSACTION,account/order/auth/logistics-result,,,dc37226dee75,
zh_pilot_0236,现在买11选5中奖额外送彩金，单注最高奖金580元，别错过！ http://518.qq.com/p?105,zh,gitcode_zh_sms_8a104,1,FRAUD,fraud-intent-keywords,,,866eb37c7448,
zh_pilot_0237,您还在因为资金问题而烦恼吗？本公司提供专业贷款简单快捷。当天可放款1-100万，电话15337270275，请保留此信息以备用。,zh,gitcode_zh_sms_8a104,1,HARASS,collection/gray/adult/gambling,,,c3169a313283,
zh_pilot_0238,临近小长假，涤短市场整体趋于平稳，询盘不多，江浙1.4D涤短报10200－10300现款自提，局部商谈优惠仍存在。【中纤】,zh,gitcode_zh_sms_8a104,1,AD,merchant-promo,,,7d89a15d52c0,
zh_pilot_0239,上海人不限购可贷款!首付46万起拥双拼亲海私宅，送全明空间、私家花园、游艇码头，五一期间免过路费4008286333【恒大海上威尼斯】,zh,gitcode_zh_sms_8a104,1,NEEDS_REVIEW,spam-unclear,,,db534dd913b3,
zh_pilot_0240,现在买11选5中奖额外送彩金，单注最高奖金580元，别错过！ http://518.qq.com/p?105,zh,gitcode_zh_sms_8a104,1,FRAUD,fraud-intent-keywords,,,866eb37c7448,
zh_pilot_0241,"""截止到2014年08月10日，您的帐户当月可用余额为36.40元。",zh,gitcode_zh_sms_8a104,0,NEEDS_REVIEW,normal-unclear,,,48fdf49f9430,
zh_pilot_0242,现有深圳广告，运输，贸易，建筑等公司真发票。网络联网税局开票，杜绝假票可凭发票网上或者税局当面验证。需要请联系：13689558655蓝先生,zh,gitcode_zh_sms_8a104,1,NEEDS_REVIEW,spam-unclear,,,d2ce0fadb768,
zh_pilot_0243,[小米]您的小米发货单已出库，配送公司为顺丰(北京)，快递单号：199780098257。详情请登陆小米网,zh,gitcode_zh_sms_8a104,0,TRANSACTION,account/order/auth/logistics-result,,,204143208d95,
zh_pilot_0244,【优听西安】陕西地区优秀的本土化手机电台，可以通过网络方式播放电台节目，给你带来全新的广播品质。点击链接下载体验：http://189.io/javynn,zh,gitcode_zh_sms_8a104,1,FRAUD,fraud-intent-keywords,,,e62a21b2320c,
zh_pilot_0245,绿宸万华城京南第二机场区三百万平大盘，巴士直达4号线，全能商业双公园双会所抢占空港经济最佳机会3期6500元起4000303366[房讯通],zh,gitcode_zh_sms_8a104,1,NEEDS_REVIEW,spam-unclear,,,6247b0ad7b41,
zh_pilot_0246,您好！我公司有代开:增值税发票，国税地税发票，建筑材料发票等等。联系13528602053董生，QQ：1587749767打扰之处，敬请见谅,zh,gitcode_zh_sms_8a104,1,NEEDS_REVIEW,spam-unclear,,,65054cbe8e3e,
zh_pilot_0247,新华快讯：浙江省高级人民法院今对张辉、张高平叔侄冤案作出国家赔偿决定，支付每人国家赔偿金110.57万元。详见 www.xhqm.cn,zh,gitcode_zh_sms_8a104,1,AD,spam-link-promo-candidate,,,91fc597b8ea9,
zh_pilot_0248,告别您的移动电源吧！湖北联通现推出免流量费下载金山电池医生，电池保养、电池维护很专业，延长手机续航时间就这么轻松！免流量费下载地址       http://hao.hb165.com/i/1/j1XAVFr1,zh,gitcode_zh_sms_8a104,1,AD,spam-link-promo-candidate,,,b9db1f02f741,
zh_pilot_0249,额度紧，贷款难？找平安！平安易贷险助您从银行获取无抵押贷款，月入3000即可，最快1天放款，详询10100000或回复Y【中国平安】,zh,gitcode_zh_sms_8a104,1,AD,merchant-promo,,,938763cab559,
zh_pilot_0250,在线听歌、神曲下载、订购彩铃，还有什么爱音乐客户端不能满足？最好声音尽在爱音乐！http://189.3gbc.cn/d?a=az51901,zh,gitcode_zh_sms_8a104,1,AD,spam-link-promo-candidate,,,cd9b54a60f58,
zh_pilot_0251,鸿泰信贷：本公司提供大、中、小额贷`款，月息3半年10年息15，无抵押无担保，当天办理当天放款，联系人13675875126【张主任】,zh,gitcode_zh_sms_8a104,1,HARASS,collection/gray/adult/gambling,,,71722b6e569e,
zh_pilot_0252,名师一对一，针对期末考试进行知识系统梳理，抓重点攻考点，提高学习效率，快速提升孩子成绩！详询4000878322【乐恩特教育】,zh,gitcode_zh_sms_8a104,1,AD,merchant-promo,,,e86427968a5b,
zh_pilot_0253,绥化维纳斯形象代言人评选活动开始报名 凭短信到店即获1000元感恩代金卡一张（数量有限）中直路维纳斯的尊爵皇家店热线:15046554040,zh,gitcode_zh_sms_8a104,1,AD,merchant-promo,,,f278a892ab08,
zh_pilot_0254,您尾号7544卡10日10:39工商银行收入157.50元。【工商银行】,zh,gitcode_zh_sms_8a104,0,TRANSACTION,account/order/auth/logistics-result,,,82d5df6d74be,
zh_pilot_0255,"【嘉禾2周年巨馈】至6.30,五折会员全天观影按最低票价2D253D30元,会员升级充值可赠票更有IPHONE等你拿,详询28638733",zh,gitcode_zh_sms_8a104,1,AD,merchant-promo,,,c610a9b25726,
zh_pilot_0256,买家电，淘宝价，南街海尔专卖店24-28日五周年店 庆32寸1199，全自动799冰箱1199，热水器999空调1699询【3015201】,zh,gitcode_zh_sms_8a104,1,NEEDS_REVIEW,spam-unclear,,,a0811f56d1b3,
zh_pilot_0257,您好！截至到2014年09月13日15时46分，您定制的（1）预存返话费捆绑10元流量包，数据流量剩余0.0MB，本地移动数据流量剩余0.0MB，（2）全球通套餐专属短信包，短信剩余57条，（3）全球通88商旅套餐，语音剩余115分钟，数据流量剩余0.0MB，（4）15元数据流量加油包，数据流量剩余110.0MB，感谢您的使用。中国移动,zh,gitcode_zh_sms_8a104,0,TRANSACTION,account/order/auth/logistics-result,,,e8326146aee3,
zh_pilot_0258,你好！本公司可代开各种税票（用票后付款）需要请联系：13967898093刘先生,zh,gitcode_zh_sms_8a104,1,NEEDS_REVIEW,spam-unclear,,,761b02537193,
zh_pilot_0259,"客户您好！涨停板会员料已公开,专家指导提前一天介入日收益不低于7,请登陆www.707770.com用户:770密码:999【国泰君安】",zh,gitcode_zh_sms_8a104,1,AD,spam-link-promo-candidate,,,98df0ef0a3e1,
zh_pilot_0260,名师一对一，针对期末考试进行知识系统梳理，抓重点攻考点，提高学习效率，快速提升孩子成绩！详询4000878322【乐恩特教育】,zh,gitcode_zh_sms_8a104,1,AD,merchant-promo,,,e86427968a5b,
zh_pilot_0261,丽江酒吧摆千万“艳遇佛”引游客疯狂膜拜，网友争议炸开锅http://180.3gbc.cn/?a=139341,zh,gitcode_zh_sms_8a104,1,AD,spam-link-promo-candidate,,,93e46ffe93f3,
zh_pilot_0262,祝：生意兴隆/财源广进！代 各 发开 种 票咨询电话：13826516319张经理注：可回收各种贵公司剩余进项票据。,zh,gitcode_zh_sms_8a104,1,TRANSACTION,account/order/auth/logistics-result,,,ef6c4fe6ad3d,
zh_pilot_0263,【宜家俱乐部】亲爱的会员，宜家将在8月快递最新330页2015宜家《家居指南》至你的注册地址。7/14前回复N可改平信投递。回复0退订,zh,gitcode_zh_sms_8a104,0,TRANSACTION,account/order/auth/logistics-result,,,6eb0ad586f07,
zh_pilot_0264,“现贷派”无担保个人贷款，0担保，最低50万，最长5年，1天放款，立即申请：http://xdp.l.cn 【渣打银行】,zh,gitcode_zh_sms_8a104,1,AD,spam-link-promo-candidate,,,820e6007f09a,
zh_pilot_0265,点击链接即可免费下载http://estoresrvice.189store.com//share/143538,zh,gitcode_zh_sms_8a104,1,FRAUD,fraud-intent-keywords,,,e2ed9c63a019,
zh_pilot_0266,您尾号4118的信用卡09日17:16消费人民币446.00元。购物盛典，名品4折起 t.cn/8F1vL9n 。[招商银行],zh,gitcode_zh_sms_8a104,0,TRANSACTION,account/order/auth/logistics-result,,,a867fe889a39,
zh_pilot_0267,你好，我是[平安银行]信贷部小罗，做无抵押免担保信用贷款的，1_80W办理简单，放款快18121259703，尽请保留。【善兼】,zh,gitcode_zh_sms_8a104,1,HARASS,collection/gray/adult/gambling,,,c7fb2bbb95f5,
zh_pilot_0268,现在买11选5中奖额外送彩金，单注最高奖金580元，别错过！ http://518.qq.com/p?105,zh,gitcode_zh_sms_8a104,1,FRAUD,fraud-intent-keywords,,,866eb37c7448,
zh_pilot_0269,中铁信托聚利1327期，2年期固定收益产品，50万起，年收益8.4-8.9。本息安全，收益保证。询82777501【长沙大定财富】,zh,gitcode_zh_sms_8a104,1,NEEDS_REVIEW,spam-unclear,,,8f488a023327,
zh_pilot_0270,购游戏包送大礼，iPad3、天翼话费周周奖、月月送，等你来拿！http://game.189.cn/hd/yxbslj?PUSHID=4256070135&P=18957138546,zh,gitcode_zh_sms_8a104,1,TRANSACTION,account/order/auth/logistics-result,,,0c673b5d134a,
zh_pilot_0271,【天上掉下个Iphone5！】通信助手的众亲们，回对应数字设置优先接收的回执精品资讯：2、健康；4体育；6娱乐。成功设置可参与次月Iphone5和1000元话费抽奖。您还可登录 http://v1x.cn/V2X 设置，访问产生的流量费按标准收费。中国移动,zh,gitcode_zh_sms_8a104,1,TRANSACTION,account/order/auth/logistics-result,,,7df64b8e94cb,
zh_pilot_0272,2000元抢占建业华宅！5月22日【建业十八城】二期88-176平建业会员招募启动，入会即享钜惠另享日增值200元2678888【信息服务】,zh,gitcode_zh_sms_8a104,1,NEEDS_REVIEW,spam-unclear,,,6c2671992083,
zh_pilot_0273,【招商证券】提示：今日新股申购732609禾丰牧业，申购价格5.88/股，申购上限2.4万股。仅供参考--胡东升,zh,gitcode_zh_sms_8a104,0,NEEDS_REVIEW,normal-unclear,,,8efdadbbb313,
zh_pilot_0274,【清水湾壹号公.馆】足疗、养生、棋牌大优惠，免费海鲜自助、哈根达斯任吃，爱她就带她来清水湾，更多惊喜，等您来体验83311999,zh,gitcode_zh_sms_8a104,1,AD,merchant-promo,,,56dadfc75e05,
zh_pilot_0275,本公司代开普通，国税地税，17增值税发票。可用后付款；另售：银行卡（带U盾，有效身份证和开户资料）联系18898619021陈先生,zh,gitcode_zh_sms_8a104,1,NEEDS_REVIEW,spam-unclear,,,c0528642dfa5,
zh_pilot_0276,沃3G伴您欢乐度长假！五一时节，与亲友一同狂享3G大礼吧！分享应用给亲友，就有惊喜来敲门！点击加转发，iPhone大礼在眼前！       http://hao.hb165.com/i/1/UkKzvExC,zh,gitcode_zh_sms_8a104,1,AD,spam-link-promo-candidate,,,eda5e64628c9,
zh_pilot_0277,纸袋碰腿北京2孕妇地铁内互殴[人民]-中国移动冲浪助手:http://go.10086.cn/nd/mhd/m4yUW,zh,gitcode_zh_sms_8a104,1,AD,spam-link-promo-candidate,,,acba29da0882,
zh_pilot_0278,有人富贵有人平凡，想知道你命里有几座金山？想看你今年是否命犯桃花？回21加8位出生日期（如2119810527）生活娱乐为您探知蛇年开运法2,zh,gitcode_zh_sms_8a104,1,NEEDS_REVIEW,spam-unclear,,,115755ed5b22,
zh_pilot_0279,移动微博调查:你最喜欢哪个话题？A黄金价格走势，B戛纳电影节，C毕业季，回复参与抽奖，礼品详情http://139url.cn/9jef6g,zh,gitcode_zh_sms_8a104,1,AD,spam-link-promo-candidate,,,c2b1778d8ecc,
zh_pilot_0280,"【买4G就上www.10010.com】""",zh,gitcode_zh_sms_8a104,0,NEEDS_REVIEW,normal-unclear,,,deb98cee1e4a,
zh_pilot_0281,九龙仓国宾1号!顶级别墅内130-310平全进口石材官邸、3.5米层高，88得房率！双湖地段名校相伴！马丹13862420970【国宾山】,zh,gitcode_zh_sms_8a104,1,NEEDS_REVIEW,spam-unclear,,,5cfb8675e012,
zh_pilot_0282,"""截止当前，您的WCDMA(3G)-66元套餐套餐包外资费A的3G语音50分钟,已使用1分钟,剩余49分钟;3G套餐内流量307200KB,已使用184729KB,剩余122471KB;国内短信240条,已使用1条,剩余239条;可视电话10分钟,已使用0分钟,剩余10分钟;M值6M,已使用0M,剩余6M;T值10T,已使用0T,剩余10T;通信费用请以帐详单为准。",zh,gitcode_zh_sms_8a104,0,TRANSACTION,account/order/auth/logistics-result,,,e4f095657f29,
zh_pilot_0283,华夏学员昨日建仓【000060中金岭南】今日盘中将巨资拉高6以上，敬请期待，请勿追高！预约内线020-61059778紧跟主力【华夏投资】,zh,gitcode_zh_sms_8a104,1,NEEDS_REVIEW,spam-unclear,,,6dbb0610aa4a,
zh_pilot_0284,订单状态更新：已安排阿姨，如有变更请随时联系客服小妹【阿姨帮】,zh,gitcode_zh_sms_8a104,0,NEEDS_REVIEW,normal-unclear,,,02bb5979a73c,
zh_pilot_0285,你好！我公司有正规发票可优惠向外代开。如：商业，服务业，建筑业，17增值税等等（保真票）；验证后付款。联系：13851791335唐经理,zh,gitcode_zh_sms_8a104,1,AD,merchant-promo,,,9e18a54ddccd,
zh_pilot_0286,"我公司贷款500万起，可先放款，并诚招地区代办。缺钱找中金,满足多种用途，轻松解燃眉之急。联系电话:400-648-7772.",zh,gitcode_zh_sms_8a104,1,HARASS,collection/gray/adult/gambling,,,60297b02cee5,
zh_pilot_0287,有房产车辆急用钱？短期应急，当天下款！银行贷款5日下款，贷款中的房可按现市值满成再贷！理财年收益12询李强4006998628【中鼎智德】,zh,gitcode_zh_sms_8a104,1,HARASS,collection/gray/adult/gambling,,,68bbd0480293,
zh_pilot_0288,宁波银行余杭支行隆重推出行庆特别版理财产品，5月22号起售，期限120天，预期年化收益率5.1，详情咨询89277050、89277060,zh,gitcode_zh_sms_8a104,1,NEEDS_REVIEW,spam-unclear,,,7a0a6334eb78,
zh_pilot_0289,构建和谐家庭，提高幸福指数，关注生殖健康，大连长城医院妇科男科即日起至6月15日凭此短信可抵200元爱心诊疗基金，询84065888,zh,gitcode_zh_sms_8a104,1,NEEDS_REVIEW,spam-unclear,,,0bfd504c8d18,
zh_pilot_0290,世裕汽车纳智捷汽车大7SUV七座MPV尊享礼包购车，更有汽车购车增值税抵扣，0利率贷款0首付悠享计划4007287374,zh,gitcode_zh_sms_8a104,1,NEEDS_REVIEW,spam-unclear,,,467d47338971,
zh_pilot_0291,【天上掉下个Iphone5！】通信助手的众亲们，回对应数字设置优先接收的回执精品资讯：2、健康；4体育；6娱乐。成功设置可参与次月Iphone5和1000元话费抽奖。您还可登录 http://v1x.cn/V2X 设置，访问产生的流量费按标准收费。中国移动,zh,gitcode_zh_sms_8a104,1,TRANSACTION,account/order/auth/logistics-result,,,7df64b8e94cb,
