id,text,language,source,uci_binary,suggested_label,suggest_reason,label,annotator,template_group,notes
uci_pilot_0121,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04,en,uci_sms_spam_collection_v1,spam,FRAUD,fraud-intent-keywords,,,ce0313c5341e,
uci_pilot_0122,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,en,uci_sms_spam_collection_v1,spam,FRAUD,fraud-intent-keywords,,,730240f0aa0b,
uci_pilot_0123,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,en,uci_sms_spam_collection_v1,spam,FRAUD,fraud-intent-keywords,,,97d9641a0632,
uci_pilot_0124,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,en,uci_sms_spam_collection_v1,ham,TRANSACTION,account/order/auth/logistics-result,,,3098fabb0ed2,
uci_pilot_0125,R ü going 4 today's meeting?,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,99c9b1f6ab17,
uci_pilot_0126,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 £3",en,uci_sms_spam_collection_v1,spam,AD,merchant-or-subscription-promo,,,272dd493571c,
uci_pilot_0127,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",en,uci_sms_spam_collection_v1,spam,AD,spam-link-promo-candidate,,,0ba0618a4615,
uci_pilot_0128,22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222,en,uci_sms_spam_collection_v1,spam,AD,merchant-or-subscription-promo,,,ec14faab1666,
uci_pilot_0129,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,en,uci_sms_spam_collection_v1,spam,FRAUD,fraud-intent-keywords,,,d60735092926,
uci_pilot_0130,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",en,uci_sms_spam_collection_v1,spam,HARASS,adult-dating-debt-harass,,,f27802aa4cf7,
uci_pilot_0131,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,en,uci_sms_spam_collection_v1,spam,FRAUD,fraud-intent-keywords,,,5b389fcf109d,
uci_pilot_0132,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,en,uci_sms_spam_collection_v1,spam,AD,spam-link-promo-candidate,,,fa8dd2e2899b,
uci_pilot_0133,I am on the way to tirupur.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,f8b7b3be44dd,
uci_pilot_0134,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...",en,uci_sms_spam_collection_v1,spam,HARASS,adult-dating-debt-harass,,,ff4a8e533af1,
uci_pilot_0135,No prob. I will send to your email.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,c3393418944b,
uci_pilot_0136,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,5a6b68d74771,
uci_pilot_0137,"""AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.""",en,uci_sms_spam_collection_v1,ham,HARASS,adult-dating-debt-harass,,,b417dd8f2d1d,
uci_pilot_0138,Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx,en,uci_sms_spam_collection_v1,ham,HARASS,adult-dating-debt-harass,,,ae75e58416aa,
uci_pilot_0139,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,en,uci_sms_spam_collection_v1,spam,AD,spam-link-promo-candidate,,,ea9b58e55d9b,
uci_pilot_0140,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !",en,uci_sms_spam_collection_v1,spam,AD,spam-link-promo-candidate,,,932869a08a3f,
uci_pilot_0141,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",en,uci_sms_spam_collection_v1,spam,HARASS,adult-dating-debt-harass,,,2a3988af97e1,
uci_pilot_0142,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",en,uci_sms_spam_collection_v1,spam,FRAUD,fraud-social-engineering-pattern,,,7e959529ca51,
uci_pilot_0143,"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16",en,uci_sms_spam_collection_v1,spam,AD,merchant-or-subscription-promo,,,b251ab128a48,
uci_pilot_0144,"Mostly sports type..lyk footbl,crckt..",en,uci_sms_spam_collection_v1,ham,AD,merchant-or-subscription-promo,,,7543bdd4fa96,
uci_pilot_0145,"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV",en,uci_sms_spam_collection_v1,spam,AD,merchant-or-subscription-promo,,,fd2345334df2,
uci_pilot_0146,"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx",en,uci_sms_spam_collection_v1,ham,HARASS,adult-dating-debt-harass,,,114e37685c64,
uci_pilot_0147,Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net cost£3.75max,en,uci_sms_spam_collection_v1,spam,AD,spam-link-promo-candidate,,,beffe96b272c,
uci_pilot_0148,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,6c2c8d0a29db,
uci_pilot_0149,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply",en,uci_sms_spam_collection_v1,spam,AD,merchant-or-subscription-promo,,,e44a10ce2ff6,
uci_pilot_0150,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",en,uci_sms_spam_collection_v1,spam,AD,spam-link-promo-candidate,,,374ce13a1296,
uci_pilot_0151,Urgent Ur £500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 £1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,en,uci_sms_spam_collection_v1,spam,FRAUD,fraud-social-engineering-pattern,,,8c55e9b77fea,
uci_pilot_0152,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,en,uci_sms_spam_collection_v1,spam,FRAUD,fraud-intent-keywords,,,97d9641a0632,
uci_pilot_0153,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy,en,uci_sms_spam_collection_v1,spam,FRAUD,fraud-intent-keywords,,,693e67f24313,
uci_pilot_0154,URGENT! We are trying to contact U Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,en,uci_sms_spam_collection_v1,spam,FRAUD,fraud-intent-keywords,,,5e21faa9d2c0,
uci_pilot_0155,"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX",en,uci_sms_spam_collection_v1,spam,HARASS,adult-dating-debt-harass,,,fc225441df44,
uci_pilot_0156,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,en,uci_sms_spam_collection_v1,spam,AD,merchant-or-subscription-promo,,,d1378d2f2656,
uci_pilot_0157,Dear got train and seat mine lower seat,en,uci_sms_spam_collection_v1,ham,HARASS,adult-dating-debt-harass,,,85d23da448b7,
uci_pilot_0158,You have won a guaranteed 32000 award or maybe even £1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???,en,uci_sms_spam_collection_v1,spam,FRAUD,fraud-intent-keywords,,,bdcc5b62882a,
uci_pilot_0159,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,b9a23d7209d8,
uci_pilot_0160,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx,en,uci_sms_spam_collection_v1,ham,HARASS,adult-dating-debt-harass,,,d9c02063a282,
uci_pilot_0161,Are you willing to go for aptitude class.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,01d97c6399ee,
uci_pilot_0162,Anything lor... U decide...,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,70f633d12106,
uci_pilot_0163,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,en,uci_sms_spam_collection_v1,spam,FRAUD,fraud-intent-keywords,,,ca67fec103c5,
uci_pilot_0164,Urgent! Please call 09061213237 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,en,uci_sms_spam_collection_v1,spam,AD,merchant-or-subscription-promo,,,a5ba2a92de7d,
uci_pilot_0165,Hmmm:)how many players selected?,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,bd222294b9ed,
uci_pilot_0166,She's borderline but yeah whatever.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,1aef533148f1,
uci_pilot_0167,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,en,uci_sms_spam_collection_v1,spam,FRAUD,fraud-social-engineering-pattern,,,468624a1ca38,
uci_pilot_0168,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,en,uci_sms_spam_collection_v1,spam,AD,spam-link-promo-candidate,,,4954b011831b,
uci_pilot_0169,I'm in office now da:)where are you?,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,6e30a6696a93,
uci_pilot_0170,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,817b30ed89a4,
uci_pilot_0171,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186,en,uci_sms_spam_collection_v1,spam,AD,merchant-or-subscription-promo,,,62e3071af03f,
uci_pilot_0172,Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!,en,uci_sms_spam_collection_v1,spam,FRAUD,fraud-intent-keywords,,,81b27e33a6a7,
uci_pilot_0173,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04,en,uci_sms_spam_collection_v1,spam,FRAUD,fraud-intent-keywords,,,ce0313c5341e,
uci_pilot_0174,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,6ef30e9c8073,
uci_pilot_0175,R ü comin back for dinner?,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,0d06ad5718e6,
uci_pilot_0176,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,en,uci_sms_spam_collection_v1,ham,TRANSACTION,account/order/auth/logistics-result,,,3a489ce8a99a,
uci_pilot_0177,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,en,uci_sms_spam_collection_v1,spam,HARASS,adult-dating-debt-harass,,,4e646a487931,
uci_pilot_0178,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,en,uci_sms_spam_collection_v1,spam,AD,merchant-or-subscription-promo,,,d1e8612f5f17,
uci_pilot_0179,:-( that's not v romantic!,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,362d8a986b4e,
uci_pilot_0180,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,en,uci_sms_spam_collection_v1,spam,AD,spam-link-promo-candidate,,,f4738b21547b,
uci_pilot_0181,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,en,uci_sms_spam_collection_v1,spam,AD,merchant-or-subscription-promo,,,5214a78617f9,
uci_pilot_0182,"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know.",en,uci_sms_spam_collection_v1,ham,HARASS,adult-dating-debt-harass,,,d9fd88c6b556,
uci_pilot_0183,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",en,uci_sms_spam_collection_v1,ham,HARASS,adult-dating-debt-harass,,,1b643e91dedf,
uci_pilot_0184,Hey you around? I've got enough for a half + the ten I owe you,en,uci_sms_spam_collection_v1,ham,HARASS,adult-dating-debt-harass,,,c9184a75151f,
uci_pilot_0185,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,en,uci_sms_spam_collection_v1,spam,FRAUD,fraud-intent-keywords,,,5e21faa9d2c0,
uci_pilot_0186,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,en,uci_sms_spam_collection_v1,spam,AD,spam-link-promo-candidate,,,01f733d38ca9,
uci_pilot_0187,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,en,uci_sms_spam_collection_v1,ham,HARASS,adult-dating-debt-harass,,,8b060ebec97e,
uci_pilot_0188,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",en,uci_sms_spam_collection_v1,ham,HARASS,adult-dating-debt-harass,,,bd7e8f64a8bb,
uci_pilot_0189,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,en,uci_sms_spam_collection_v1,spam,FRAUD,fraud-intent-keywords,,,8ddbfdc783f7,
uci_pilot_0190,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,bcfc75ef9bf1,
uci_pilot_0191,From here after The performance award is calculated every two month.not for current one month period..,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,74f4bdb01f4c,
uci_pilot_0192,"G says you never answer your texts, confirm/deny",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,12d69000db52,
uci_pilot_0193,How did you find out in a way that didn't include all of these details,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,54093cc107b7,
uci_pilot_0194,Cheers for the message Zogtorius. Ive been staring at my phone for an age deciding whether to text or not.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,f9ee3c343f0b,
uci_pilot_0195,Dont show yourself. How far. Put new pictures up on facebook.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,5e42e0d2e2d5,
uci_pilot_0196,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..",en,uci_sms_spam_collection_v1,ham,HARASS,adult-dating-debt-harass,,,740f99cb078d,
uci_pilot_0197,I luv u soo much u dont understand how special u r 2 me ring u 2morrow luv u xxx,en,uci_sms_spam_collection_v1,ham,HARASS,adult-dating-debt-harass,,,3516487a9f9e,
uci_pilot_0198,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470",en,uci_sms_spam_collection_v1,spam,FRAUD,fraud-intent-keywords,,,227a8e0fcbad,
uci_pilot_0199,Gudnite....tc...practice going on,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,555aef7c613a,
uci_pilot_0200,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,e6e70f1b162d,
uci_pilot_0201,"Hey babe, my friend had to cancel, still up for a visit ?",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,618332dda130,
uci_pilot_0202,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,en,uci_sms_spam_collection_v1,spam,FRAUD,fraud-intent-keywords,,,f39f9e2ca541,
uci_pilot_0203,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,en,uci_sms_spam_collection_v1,ham,HARASS,adult-dating-debt-harass,,,8e382b8b116c,
uci_pilot_0204,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,f63f23992b9e,
uci_pilot_0205,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,en,uci_sms_spam_collection_v1,spam,FRAUD,fraud-intent-keywords,,,fabe2760eace,
uci_pilot_0206,And maybe some pressies,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,4a8abb8f6968,
uci_pilot_0207,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,en,uci_sms_spam_collection_v1,spam,FRAUD,fraud-intent-keywords,,,5e21faa9d2c0,
uci_pilot_0208,When're you guys getting back? G said you were thinking about not staying for mcr,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,3e832b3401f3,
uci_pilot_0209,FREE entry into our £250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,en,uci_sms_spam_collection_v1,spam,AD,spam-link-promo-candidate,,,714859e425ee,
uci_pilot_0210,"Hm good morning, headache anyone? :-)",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,f8407a507928,
uci_pilot_0211,Just curious because my cuz asked what I was up to,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,dacca5526c00,
uci_pilot_0212,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?",en,uci_sms_spam_collection_v1,ham,HARASS,adult-dating-debt-harass,,,4ced8fc5c872,
uci_pilot_0213,HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX,en,uci_sms_spam_collection_v1,ham,HARASS,adult-dating-debt-harass,,,442e28831d56,
uci_pilot_0214,"Cool, text me when you're ready",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,505be239fc45,
uci_pilot_0215,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p,en,uci_sms_spam_collection_v1,spam,FRAUD,fraud-intent-keywords,,,df258a4bb926,
uci_pilot_0216,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",en,uci_sms_spam_collection_v1,spam,FRAUD,fraud-social-engineering-pattern,,,b77dca8a9a14,
uci_pilot_0217,"""ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.""",en,uci_sms_spam_collection_v1,ham,HARASS,adult-dating-debt-harass,,,506844341e36,
uci_pilot_0218,Serious? What like proper tongued her,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,3435194da37f,
uci_pilot_0219,Hey u still at the gym?,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,28753f95d38f,
uci_pilot_0220,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,en,uci_sms_spam_collection_v1,spam,FRAUD,fraud-intent-keywords,,,97d9641a0632,
uci_pilot_0221,"That's the trouble with classes that go well - you're due a dodgey one … Expecting mine tomo! See you for recovery, same time, same place",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,ced3aebe0021,
uci_pilot_0222,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,fdc7669d4a57,
uci_pilot_0223,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p",en,uci_sms_spam_collection_v1,spam,HARASS,adult-dating-debt-harass,,,4c2a60b0bbfc,
uci_pilot_0224,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer",en,uci_sms_spam_collection_v1,spam,AD,merchant-or-subscription-promo,,,74dea0b47e59,
uci_pilot_0225,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,e2b61f8d4cfa,
uci_pilot_0226,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D,en,uci_sms_spam_collection_v1,spam,FRAUD,fraud-social-engineering-pattern,,,893edf51eef5,
uci_pilot_0227,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906,en,uci_sms_spam_collection_v1,spam,AD,merchant-or-subscription-promo,,,9a321c2fcc76,
uci_pilot_0228,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",en,uci_sms_spam_collection_v1,spam,AD,merchant-or-subscription-promo,,,6d593d0d4162,
uci_pilot_0229,"""NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT""",en,uci_sms_spam_collection_v1,ham,AD,merchant-or-subscription-promo,,,d85fbe5a4c6b,
uci_pilot_0230,1's reach home call me.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,42c9795797ca,
uci_pilot_0231,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,en,uci_sms_spam_collection_v1,spam,AD,merchant-or-subscription-promo,,,e0774c76ad85,
uci_pilot_0232,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,en,uci_sms_spam_collection_v1,spam,HARASS,adult-dating-debt-harass,,,2cc64639dece,
uci_pilot_0233,As in i want custom officer discount oh.,en,uci_sms_spam_collection_v1,ham,AD,merchant-or-subscription-promo,,,69f9400fdda6,
uci_pilot_0234,hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx,en,uci_sms_spam_collection_v1,ham,HARASS,adult-dating-debt-harass,,,8c1d519f3d62,
uci_pilot_0235,"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182",en,uci_sms_spam_collection_v1,spam,AD,merchant-or-subscription-promo,,,bd86a6d87cbc,
uci_pilot_0236,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,en,uci_sms_spam_collection_v1,spam,FRAUD,fraud-intent-keywords,,,97c90bf3669f,
uci_pilot_0237,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,en,uci_sms_spam_collection_v1,spam,HARASS,adult-dating-debt-harass,,,6f17e1710593,
uci_pilot_0238,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,53fda4aeb096,
uci_pilot_0239,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/ú1.20 POBOXox36504W45WQ 16+",en,uci_sms_spam_collection_v1,spam,AD,merchant-or-subscription-promo,,,3b8af00c5caa,
uci_pilot_0240,"URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM",en,uci_sms_spam_collection_v1,spam,FRAUD,fraud-intent-keywords,,,75349e389d4c,
uci_pilot_0241,Ü log off 4 wat. It's sdryb8i,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,760b50882250,
uci_pilot_0242,Do you think i can move  &lt;#&gt;  in a week,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,3503e3df1391,
uci_pilot_0243,Alright i have a new goal now,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,756cfc087a51,
uci_pilot_0244,WINNER! As a valued network customer you hvae been selected to receive a £900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,en,uci_sms_spam_collection_v1,spam,FRAUD,fraud-intent-keywords,,,d1a84047a65b,
