id,text,language,source,orig_label,label,annotator,template_group,notes,label_reason
id_yudi_00175,Promo diperpanjang! Gratis MIFI(modem) 4G hanya untukmu. Tunjukan SMS ini di Galeri Smartfren & isi pulsa 100rb utk bawa pulang MIFI favoritmu. s/d23Nov. DL40K,id,yudiwbs_id_sms_spam_v1,2,AD,,d88d635249d4,,推广Smartfren免费4G MifI，充100rb即可带走，属于运营商促销
id_yudi_00176,"PROMO POIN SPESIAL! Tukarkan 20 TselPoin Kamu dengan 20Menit, 100SMS, atau 20MB di *700*20#. Periode Promo 11-31 Juli 2016. Info hub: 188",id,yudiwbs_id_sms_spam_v1,2,AD,,6c3f2ba9577b,,推广Tukar 20 TselPoin换取通话/SMS/流量，属于积分兑换促销
id_yudi_00177,"PROMO: Beli paket Flash mulai 1,3 GB di My Telkomsel App dpt EXTRA nelpon hingga 100mnt/1hr. Buruan, promo terbatas! S&K",id,yudiwbs_id_sms_spam_v1,2,AD,,ff7886e6f1c5,,推广Flash套餐赠送通话时长，属于运营商促销
id_yudi_00178,"PROMO: Beli paket Flash mulai 1GB di MY TELKOMSEL APP dpt EXTRA kuota 2GB 4G LTE dan EXTRA nelpon hingga 100mnt/1hr. Buruan, cek  di tsel.me/mytsel1 S&K",id,yudiwbs_id_sms_spam_v1,2,AD,,cbe96a646f14,,推广Flash 1GB套餐赠送2GB 4G流量和100分钟通话，属于运营商促销
id_yudi_00179,"PROMO: Beli paket Flash mulai 3,5GB di My Telkomsel App dpt extra paket 1GB midnight (00-09). Buruan, promo terbatas! S&K",id,yudiwbs_id_sms_spam_v1,2,AD,,ff7886e6f1c5,,推广Flash套餐赠送midnight流量1GB，属于运营商促销
id_yudi_00180,"PUAS Internetan, Chatting, Facebook dan nonton Video selama 30 hari hingga 1.5 GB Cuma Rp 30ribu. Beli paket di *100*1#",id,yudiwbs_id_sms_spam_v1,2,AD,,b912cf5187b2,,推广1.5GB/30天套餐仅30rb，属于运营商促销
id_yudi_00181,"quota 1,5 GB harga hanya mulai 32,5 ribu, beli paketnya di *100*1# Puas internetan selama 30 hari",id,yudiwbs_id_sms_spam_v1,2,AD,,742f059293f8,,推广1.5GB套餐仅32.5rb，属于运营商促销
id_yudi_00182,"Raih smartphone, diskon merchant & free internet, voice, SMS di Promo 71 Tahun RI dengan tukar 17 Telkomsel POIN mulai 15Ags16 hanya di MyTelkomsel Apps",id,yudiwbs_id_sms_spam_v1,2,AD,,d6ca2bdf7169,,推广Tukar 17 Telkomsel POIN赢取智能手机和折扣，属于运营商促销
id_yudi_00183,"RAWIT harganya miring, Internetan makin sering! AYO isi ulang kartu AXIS kamu sekarang, pastikan besok ikut promo Rabu RAWIT. Info838. LD328",id,yudiwbs_id_sms_spam_v1,2,AD,,756a1070c36c,,推广RABU RAWIT充值活动，属于运营商促销
id_yudi_00184,"RAWIT Kuotanya Bagus, Harganya Khusus. AYO isi ulang kartu AXIS kamu sekarang, pastikan besok ikut promo Rabu RAWIT. Info838. LD299",id,yudiwbs_id_sms_spam_v1,2,AD,,dd9b677efebb,,推广RABU RAWIT充值活动，属于运营商促销
id_yudi_00185,"Ribet bolak balik cek pulsa&cek sisa kuota internetmu? Download aja aplikasi myCare, hanya 1x klik semua jadi mudah. akses di https://mycare.indosatooredoo.com",id,yudiwbs_id_sms_spam_v1,2,AD,,dd0942591537,,推广myCare应用使查余额和流量变得便捷，属于业务工具推广
id_yudi_00186,Rp29rb/bln utk 3 bln (hrg normal Rp59rb utk bln ke-4 dst) bisa NELPON & SMS SEPUASNYA ke IM3 plus kuota 1+1GB(4G)+10GB (4G).Mau? Ketik YA ke 919 sd 21 Juni 2016,id,yudiwbs_id_sms_spam_v1,2,AD,,b975d6281c15,,推广IM3套餐每月29rb首3月享双重流量，属于运营商促销
id_yudi_00187,Rp30rb/bln utk 3 bln (hrg normal Rp59rb utk bln ke-4 dst) bisa NELPON & SMS SEPUASNYA ke IM3 plus kuota 3GB+10GB (4G). ?Mau? Ketik YA ke 919 sd 05-Aug-16,id,yudiwbs_id_sms_spam_v1,2,AD,,b975d6281c15,,推广IM3套餐每月30rb首3月享3GB+10GB流量，属于运营商促销
id_yudi_00188,Saatnya pindah ke jaringan 4G TERCEPAT. Tukar kartu Anda di Gerai IndosatOoredoo Jl.Jend Soedirman-Purwokerto &dptkn bns Rp25rb (utk Nelp/SMS ke IndosatOoredoo),id,yudiwbs_id_sms_spam_v1,2,AD,,dfe3b3273a21,,推广更换4G SIM卡并在IndosatOoredoo门店可得25rb赠品，属于运营商促销
id_yudi_00189,Segera aktivasi rekening BTPN Wow! anda. Ketik *247# tekan Yes / Call lalu buat PIN rahasia Anda. Info lengkap hub. 1500300,id,yudiwbs_id_sms_spam_v1,2,AD,,857ac2651590,,邀请用户激活BTPN Wow!账户并设置PIN，属于银行开户邀请
id_yudi_00190,Selamat Anda mendapatkan voucher Berrybenka Rp100rb. Masukkan kode voucher TW96d saat transaksi di www.berrybenka.com/simPATI. Mau voucher lain? Hub *999*1#,id,yudiwbs_id_sms_spam_v1,2,TRANSACTION,,875d9800775e,,通知用户获得Berrybenka电商平台100rb含验证码，属于优惠券发放
id_yudi_00191,Selamat Anda mendapatkan voucher Lazada Rp100rb. Masukkan kode voucher TSt88 saat transaksi di www.lazada.co.id/simPATI. Mau voucher lain? Hub *999*1#,id,yudiwbs_id_sms_spam_v1,2,TRANSACTION,,c6215914bd0f,,通知用户获得Lazada电商平台100rb含验证码，属于优惠券发放
id_yudi_00192,Selamat Anda mendapatkan voucher Zalora Rp100rb. Masukkan kode voucher TSU59 saat transaksi di www.zalora.co.id/simPATI. Mau voucher lain? Hub *999*1#,id,yudiwbs_id_sms_spam_v1,2,TRANSACTION,,91c982c10a7a,,通知用户获得Zalora电商平台100rb含验证码，属于优惠券发放
id_yudi_00193,Selamat Anda telah mendapatkan BONUS pulsa Rp 100.000 ke sesama Indosat Ooredoo berlaku 3 hari dan Poin senyum Anda bertambah. Cek bonus *557*8#,id,yudiwbs_id_sms_spam_v1,2,TRANSACTION,,8a0fd536ab53,,通知用户获得100rb话费奖励和Poin，属于业务赠送通知
id_yudi_00194,"Selamat bergabung di Tri, nikmati kuota 3GB utk 30 hari.Kuota akan diperpanjang otomatis selama pulsa cukup. Nikmati bonus kuota berlipat hingga 1GB setiap perpanjangan. Kartu otomatis menjadi non-aktif jika dlm waktu 3 bln tdk ada aktivitas sama sekali",id,yudiwbs_id_sms_spam_v1,2,TRANSACTION,,f650c225f5c4,,欢迎Tri新用户获得3GB/30天流量，告知自动续期和保号规则，属于业务通知
id_yudi_00195,Selamat Paket 50 SMS ke semua operator Anda telah aktif. Cek kuota di *888#,id,yudiwbs_id_sms_spam_v1,2,TRANSACTION,,6d4f836c453c,,通知50SMS套餐已激活及查询方式，属于业务办理结果告知
id_yudi_00196,Selamat Paket Anda telah aktif. Cek kuota di *889#,id,yudiwbs_id_sms_spam_v1,2,TRANSACTION,,7cee9588f299,,通知用户套餐已激活及查询方式，属于业务办理结果告知
id_yudi_00197,Selamat Paket BBM Gratis Anda telah diaktifkan. Paket BBM ini berlaku untuk 30 hari,id,yudiwbs_id_sms_spam_v1,2,TRANSACTION,,36e5e791efb4,,通知BBM Gratis套餐已激活及有效期，属于业务办理结果告知
id_yudi_00198,"Selamat Paket Flash 10 MB (1 hari) Rp.2500 telah diaktifkan, berlaku s/d tgl 07/08/2016 pk. 23:59 WIB. Paket langsung diperpanjang pada akhir masa aktif paket dengan tarif sesuai lokasi Anda. Cek status/berhenti berlangganan melalui *363#. Info detail tarif lihat di Tsel.me/internet",id,yudiwbs_id_sms_spam_v1,2,TRANSACTION,,a5ad46805d1a,,通知Flash 10MB/1天2500套餐激活成功及有效期，属于业务办理结果告知
id_yudi_00199,"Selamat tambahan Flash Anda sudah aktif, berlaku s.d. 2016-08-07 23:59:59.",id,yudiwbs_id_sms_spam_v1,2,TRANSACTION,,b458b9a68f8f,,通知附加Flash套餐已激活及有效期，属于业务办理结果告知
id_yudi_00200,"Selamat! Anda berhak membeli PAKET PAS untuk Nelpon, SMS, Internetan, Video, dan NSP. Pilih paketnya MULAI Rp500 di *100*999#, hanya berlaku HARI INI! Info: 188",id,yudiwbs_id_sms_spam_v1,2,AD,,2b5426ad2383,,推广PAS套餐起500盾含通话/SMS/视频/NSP，属于运营商限时促销
id_yudi_00201,Selamat! Anda sudah mengaktifkan INSTINK utk dpt info menarik dari Telkomsel. Info berhenti program:*600*600#. CS:133/188,id,yudiwbs_id_sms_spam_v1,2,TRANSACTION,,5c9ab1ac76cd,,通知用户已成功激活INSTINK会员信息订阅服务，属于业务办理结果告知
id_yudi_00202,Selamat!!anda telah mendapat gratis 200 sms dari SMSGIFT dari no. 6285258952502. Info CS : 133/188,id,yudiwbs_id_sms_spam_v1,2,FRAUD,,68238309ab92,,通知收到来自私人号码的200短信赠送，疑似虚假奖励，属于可疑营销
id_yudi_00203,"Selamat, Anda mendapatkan kuota Tsel sebesar 100SMS. Cek kuota melalui *889#. Info: www.telkomsel.com",id,yudiwbs_id_sms_spam_v1,2,TRANSACTION,,23301ac98349,,通知用户获得100SMS流量，属于业务赠送通知
id_yudi_00204,"Selamat, Anda telah membeli Paket Combo Kenyang  Internet As. Cek bonus di *889#.",id,yudiwbs_id_sms_spam_v1,2,TRANSACTION,,5a1562d89afd,,通知用户已购买Combo Kenyang套餐及查询方式，属于业务办理结果告知
id_yudi_00205,Sensasi seru main game yang belum pernah ada. Ayo bergabung dengan para heroes di Game HIT. Download Gratis di http://bit.ly/2c6jsXN,id,yudiwbs_id_sms_spam_v1,2,AD,,6c27378deaa4,,推广游戏HIT的下载，属于商业推广
id_yudi_00206,"Seru banget main 8 Ball Pool, pakai pulsa bisa banget loh Bro untuk beli koin games lainnya, cek caranya di http://tsel.me/jajanonline",id,yudiwbs_id_sms_spam_v1,2,AD,,6f87c355b789,,推广用话购买8 Ball Pool游戏币，属于运营商增值服务
id_yudi_00207,Smartfren Gratis Mi-Fi/modem 4G Tahun baru saatnya ganti gadget baru Bawa pulang Mi-Fi 4Gm-mu dg tunjukan sms ini ke Galeri SF & isi pulsa 100rb disana s/d 13Jan Info:888,id,yudiwbs_id_sms_spam_v1,2,AD,,cb9646c59006,,推广Smartfren免费4G MifI，充100rb即可带走，属于运营商促销
id_yudi_00208,"Special PROMO! BONUS KUOTA 500MB (1hr)! Cukup isi ulang mulai dari 5,000 hari ini! Ayo buruan isi pulsa sekarang juga. T580",id,yudiwbs_id_sms_spam_v1,2,AD,,96783b217c16,,推广充值满5000赠500MB流量，属于运营商促销
id_yudi_00209,"Spesial untuk Anda! Paket Flash Volume Ultima, kuota 1,8GB/30hr, kuota lebih banyak! Harga mulai Rp60rb di *100*473#. Tarif&lokasi cek di tsel.me/FL",id,yudiwbs_id_sms_spam_v1,2,AD,,ea6e9ab1d893,,推广Flash Ultima 1.8GB/30hr套餐从60rb起，属于运营商套餐推荐
id_yudi_00210,Spesial untuk Anda! Paket Internet Hemat Kuota berlimpah. Hanya Rp35 Ribu kuota 2.5 GB/30 hari. Aktifkan sekarang juga di *550*905#. Buruan..! SKB,id,yudiwbs_id_sms_spam_v1,2,AD,,49e67042c365,,推广2.5GB/30天套餐仅35rb，属于运营商促销
id_yudi_00211,"SPESIAL utk kamu pelanggan setia Indosat Ooredoo. Bonus 14 hari masa aktif, 10 menit telp dan 100 SMS, CUMA isi ulang s/d 16 Desember 2015. (bonus berlaku 1x)",id,yudiwbs_id_sms_spam_v1,2,AD,,de1603beed91,,推广充值赠14天会员+通话+短信福利，属于运营商促销
id_yudi_00212,"Sticker LINE yang lucu-lucu banyak banget loh, beli yuk dengan pulsamu, gampang banget, coba yuk",id,yudiwbs_id_sms_spam_v1,2,AD,,cfe5bd6740cd,,推广LINE表情贴纸购买，属于数字产品推荐
id_yudi_00213,"SUPER Wow! Gratis 12 GB buat kamu, ckup dgn isi pulsa minimun Rp 100 Ribu s.d 22 November. Hanya berlaku satu kali kesempatan & berlaku akumulasi loh! TL053C",id,yudiwbs_id_sms_spam_v1,2,AD,,1c35cdeadfb2,,推广充值满100rb赠12GB流量，属于运营商促销
id_yudi_00214,"Tambahan THR dr MatahariMall. Kode THR6 utk Diskon 6% Elektronik, kode THR15 utk Diskon 15% Lifestyle, kode THR25 utk Diskon 25% Fashion. http://mthr.ml/TSELTHR",id,yudiwbs_id_sms_spam_v1,2,AD,,dfaebe3aa5bf,,推广MatahariMall THR折扣码(6%/15%/25%)用于节礼，属于电商促销
id_yudi_00215,Terima Kasih telah menggunakan Paket Data dari Indosat. Info detail tekan *123#,id,yudiwbs_id_sms_spam_v1,2,TRANSACTION,,22ca659e87be,,感谢用户使用Indosat数据套餐并告知查询方式，属于业务服务通知
id_yudi_00216,"Terima kasih telah menjadi pelanggan setia Indosatooredoo. Download Video + BONUS GRATIS Nelpon 60 Menit, hubungi *900*8#",id,yudiwbs_id_sms_spam_v1,2,AD,,cba8cd8d82cc,,推广IndosatOoredoo下载视频获赠60分钟通话，属于运营商促销
id_yudi_00217,"Terima kasih telah menjadi Sahabat IndosatOoredoo, dapatkan Video & Game seru + Gratis telp di *323*2#",id,yudiwbs_id_sms_spam_v1,2,AD,,3e7b4c9d31e6,,推广IndosatOoredoo视频/游戏+免费通话，属于运营商促销
id_yudi_00218,"Terima kasih telah menjadi Sahabat IndosatOoredoo. Kenalan tanpa batas dan BONUS GRATIS NELPON 60 menit, hub *955*1# lalu YA/OK",id,yudiwbs_id_sms_spam_v1,2,AD,,3e7b4c9d31e6,,推广IndosatOoredoo免费通话60分钟，属于运营商促销
id_yudi_00219,Terima kasih telah menjadi Sahabat IndosatOoredoo. Mau tahu RAHASIA2 TERHEBOH ARTIS-ARTIS TOP + bonus gratis nelpon 60 menit?Tlp *700*1#,id,yudiwbs_id_sms_spam_v1,2,AD,,3e7b4c9d31e6,,推广IndosatOoredoo明星八卦+免费通话60分钟，属于运营商促销
id_yudi_00220,"Terima kasih telah menjadi Sahabat IndosatOoredoo. Download Video + BONUS GRATIS Nelpon 60 Menit, hubungi *900*8#",id,yudiwbs_id_sms_spam_v1,2,AD,,3e7b4c9d31e6,,推广IndosatOoredoo下载视频获赠60分钟通话，属于运营商促销
id_yudi_00221,"Terima kasih tlh melakukan isi ulang tgl. 20.02.2016. GRATIS NELPON 60Menit+VIDEO, tekan *900*9# lalu YES/OK",id,yudiwbs_id_sms_spam_v1,2,AD,,a1ab515fee7a,,推广充值后获60分钟通话+视频，属于运营商充值福利推广
id_yudi_00222,"Terkini, ungkapin apa yang ada dipikiranmu lewat sticker line, beli pake pulsa TSel https://store.line.me/ download di stickershop",id,yudiwbs_id_sms_spam_v1,2,AD,,614f40a4875a,,推广LINE话购买表情贴纸运营商，属于数字产品推荐
id_yudi_00223,Terus Isi saldo TCASHmu dan nikmati aneka promo di merchants partner TCASH! Cek promo terbaru TCASH di tsel.me/tappromo,id,yudiwbs_id_sms_spam_v1,2,AD,,18c8b3a81628,,推广TCASH充值享商户优惠，属于支付业务促销
id_yudi_00224,Thank you for your appreciation & trust in using Telkomsel service. For further feedback please advice & text sms to 1166 (FREE)(for int'l charged),id,yudiwbs_id_sms_spam_v1,2,TRANSACTION,,0e12cb8f0fd5,,感谢用户使用Telkomsel服务并邀请反馈，属于运营商客户服务通知
id_yudi_00225,Tingkatkan nilai isi ulang Anda selanjutnya minimal Rp10ribu untuk bisa mendapatkan Paket MURAH PAS di *100*999#. Info 188.,id,yudiwbs_id_sms_spam_v1,2,AD,,c7277df42d56,,推广PAS套餐需最低充值10rb办理，属于运营商促销
id_yudi_00226,Tri berBAGI bonus PULSA di bulan pernuh berkah! Isi pulsa min. 5rb dapet bonus pulsa 10rb utk nelp ke nmr Tri! Hanya hari ini saja! Ayo buruan isi pulsa! T496,id,yudiwbs_id_sms_spam_v1,2,AD,,b9b2a8ebd1d0,,推广Tri充值满5rb赠10rb话费，属于运营商促销
id_yudi_00227,"TrmKsh Anda Tlh Berhasil Mengisi Pulsa SMARTFREN 10.000.Mau Jualan PULSA/BAYAR LISTRIK,SPEEDY/TELKOM Hub:Agen BAROKAH/Mp Reload.Pasti untung?",id,yudiwbs_id_sms_spam_v1,2,TRANSACTION,,ab5880f45d25,,通知Smartfren成功充值10000盾，属于充值业务通知
id_yudi_00228,Udah top up coins di LINE utk beli sticker atau themes? Beli skrg jg pake pulsa utk tambah koleksi-mu! Cek caranya di http://tsel.me/jajanonline,id,yudiwbs_id_sms_spam_v1,2,AD,,af4847674d28,,推广LINE游戏币充值话购买，属于数字产品推荐
id_yudi_00229,"Use my invite code, nxmvf722ue, and get a free ride up to Rp75,000. Redeem it at https://www.uber.com/invite/nxmvf722ue",id,yudiwbs_id_sms_spam_v1,2,AD,,30f283162954,,推广Uber新用户邀请码享75000盾免单，属于商家拉新促销
id_yudi_00230,Wow! Diskon 50% utk pembelian paket Flash 6GB + BONUS 60Menit CUMA Rp60rb utk 30hr di *999*606# SEKARANG! Tunggu apalagi buruan! S&K berlaku,id,yudiwbs_id_sms_spam_v1,2,AD,,f0d177a7cc31,,推广Flash 6GB套餐享50%折扣仅60rb，属于运营商限时促销
id_yudi_00231,Wow! Promo diperpanjang sd 13 Agt. Khusus kamu! Tukar HP Smartfrenmu dengan Andromax E LTE Cuma 709rb dr 999rb. Ayo datangi Gallery Smartfren terdekat.,id,yudiwbs_id_sms_spam_v1,2,AD,,402544ffac0d,,推广Smartfren以旧换新购Andromax E LTE仅709rb，属于运营商促销
id_yudi_00232,"Yang lain penuh batasan,kami beri kebebasa n. DOUBLE KUOTA BONUS 10GB(4G), UNLIMITED Nelp&SMS, Musik streaming gak pakai Kuota!cuma dg FREEDOM COMBO. Daftar*123#",id,yudiwbs_id_sms_spam_v1,2,AD,,fb4153e1044c,,推广Freedom COMBO套餐含10GB流量+无限通话短信+音乐免流，属于运营商促销
id_yudi_00233,Yuk dengerin secara langsung update keseharian Seleb dr Blog Suaranya! Tlp *5094* GRATIS 3hr lalu Rp2500/mgg.CS:838. VAS280,id,yudiwbs_id_sms_spam_v1,2,AD,,77447c563395,,推广Bung Gita足球资讯订阅，属于增值服务推广
id_yudi_00234,"Yuk INTERNET-an NGEBUT utk akses FB, Twitter, & Chatting dgn beli Paket Flash 500MB/7hr (sesuai zona lokasi) mulai Rp25rb di *100*433# cek tarif di tsel.me/FL",id,yudiwbs_id_sms_spam_v1,2,AD,,6d4deddc6ebc,,推广Flash 500MB/7hr套餐从25rb起，属于运营商套餐推荐
id_yudi_00235,"Yuk temen belanja di google play, mudah banget loh, pakai pulsa juga bisa, http://tsel.me/jajanonline",id,yudiwbs_id_sms_spam_v1,2,AD,,889ef1e32609,,推广Google Play话购买应用，属于数字产品推荐
id_yudi_00236,"Yuk tetap gunakan Flash Volume Ultima utk update informasi Anda, kuota 60MB/7hr mulai Rp7rb di *100*431#. Tarif&lokasi cek di tsel.me/FL",id,yudiwbs_id_sms_spam_v1,2,AD,,48494ef535c3,,推广Flash Ultima 60MB/7hr从7rb套餐，属于运营商套餐推荐
id_yudi_00237,Mau nonton bioskop gratis bersama keluarga? Cigna berikan khusus untuk Anda. Tunggu telepon dari kami. Info Cigna Klik bit.ly/tentangCIGNA,id,yudiwbs_id_sms_spam_v1,2,AD,,7b2223bc4bd4,,推广Cigna保险赠免费家庭电影观影并约来电，属于保险促销
id_yudi_00238,Yuks internetan seru-seruan dg Flash Volume Ultima kuota 1.8GB/30hr mulai dari Rp60rb sesuai zona lokasi. Hub *363*145#. Info tarif & lokasi lihat di tsel.me/FL,id,yudiwbs_id_sms_spam_v1,2,AD,,1b3661746abb,,推广Flash Ultima 1.8GB/30hr从60rb套餐，属于运营商套餐推荐
id_yudi_00239,"Jika anda bermasalah dgn CC/KT@, stres dgn bunga, pelunasan disc s/d 75%. Hub: ATY 082134976289(wa)/087888869297. LEGAL",id,yudiwbs_id_sms_spam_v1,1,HARASS,,bad5a820ca6d,,提供债务协商服务(信用卡/KTA)并承诺减免75%，属于催收灰产帮扶贷款
id_yudi_00240,"Lelah byr min payment? Kami Solusinya, bantu secara LEGAL penutupan CC/KTA, dscn 50-75%. Hub.LoLyta 081316523061/087822962308 (WA). LEGAL",id,yudiwbs_id_sms_spam_v1,1,HARASS,,30bc225e3bea,,提供合法信用卡/KTA关闭服务并减免50-75%，属于催收灰产硬推销
id_yudi_00241,"Dana Tunai (KTA) bunga 0,99% hingga 300 jt. Syarat KTP & CC.
Bisa Dgn BPKB rate 0.99% 3 hari CAIR . hub AYU 081584650877 (WA).mhn maaf bila menggangu",id,yudiwbs_id_sms_spam_v1,1,HARASS,,9fbefcbe7bcb,,推广KTA现金贷0.99%利率至300jt，属于贷款硬推销
id_yudi_00242,"¡°ROXI CELL¡± Hanya dengan Rp.100rb Anda bisa jadi agen pulsa elektrik ke semua Operator GSM/CDMA,v5=4300,v10=8300,Utk daftar ketik MTRONIK kirim ke 087870870707",id,yudiwbs_id_sms_spam_v1,1,HARASS,,b2a3465b6473,,招募MKIOS全运营商电力话费代理，属于灰产微商招代理
id_yudi_00243,3 RAMADHAN Selamat Anda Pemenang Rp.100jt. PIN CODE 7Y7R8K9Z Info: www.hadiah-3ramadhan.blogspot.com,id,yudiwbs_id_sms_spam_v1,1,FRAUD,,448d84bb9cda,,声称是三RAMADHAN获奖100jt，要求查询PIN，属于虚假中奖诈骗
id_yudi_00244,Anda brminat cash&kredit mtor scond brg istmwa tipe&merk apa sj.dsini mnyediakn 50 unit dr thn 2004 keatas hub 087739124242/085743146233 MS DEDIKTP luar yk bs.,id,yudiwbs_id_sms_spam_v1,1,AD,,aaad7bb3acf0,,推广二手机动车(2004年起)50辆销售，属于商家硬推销
id_yudi_00245,ANDA MAU MENANG TOGEL 100% Tembus pasang shio 7 tunggal angka 07.31.19.43....ingat maharnya pulsa 100rb dikirim ke no 0823...xxx khusus putaran SGP SENIN,id,yudiwbs_id_sms_spam_v1,1,HARASS,,9744dc64a0e6,,推广TOGEL博彩100%中奖幸运号并收100rb活动费，属于赌博招揽
id_yudi_00246,Anda mempunyai 3 pesan suara dari 083139195872; untuk mendengarkan pesan suara anda silahkan tekan *886*10000*083139195872# tekan OK/YA. Bebas biaya. Terima kasih,id,yudiwbs_id_sms_spam_v1,1,FRAUD,,bc18809dda56,,通知有3条语音留言并诱导拨打收费号码(*886*10000*)，属于诱导拨打高费号码诈骗
id_yudi_00247,Anda pmain togel sring kalah.mau bagi hasil. MBAH JOKO bisah mbntu anda SIO/ANGKA dari RETUWAL Berminat. Hub : MBAH JOKO.di. 085217984299 Dijamin 100% tembus,id,yudiwbs_id_sms_spam_v1,1,HARASS,,07fd042ec5c4,,招揽TOGEL博彩并声称MBAH JOKO保证100%命中，属于赌博招揽
id_yudi_00248,"ANEKA SHOP Berbagi Promo Type Blackberry DAKOTA 2,4 jt, TOURCH 1,7 jt, ONIX.2 1,5 jt, GEMINI 800 rb, U/Pemesanan 085325557999 Pin BB-2A96DE82 www.aneka999.blogspot.com",id,yudiwbs_id_sms_spam_v1,1,AD,,2a12259416e7,,推广BlackBerry Dakota/Tourch/GEMINI手机，属于商家手机促销
id_yudi_00249,Anyonghaseyo! Ngaku KPOPers Sejati?? Ayo lengkapi koleksi Video Kpopmu di http://kpop.xl.co.id. Skrg Harga video lebih murah loh! Info*123*2200#,id,yudiwbs_id_sms_spam_v1,1,AD,,e630dc2b649c,,推广KPOP视频素材订阅服务，属于数字产品推荐
id_yudi_00250,"Artha Cell diskon Brg elektronik BB Dakota 3 juta BB Onyx3 2,8 jt Camera DLL HUB Sms ke : 085335875777 Pin BB 28BDDF4D www.arthajaya-cell.blogspot.com",id,yudiwbs_id_sms_spam_v1,1,AD,,66bf003df9d4,,推广BlackBerry Dakota/Onyx3/Camera等电子产品折扣，属于商家促销
id_yudi_00251,"Ass, mengenai rumah dan tanah yg kemarin, sy sdah survei, sy mrasa cocok, untuk nego harga hubungi atau sms suami saya, pak. haji. dermawan; 085796022225.",id,yudiwbs_id_sms_spam_v1,1,NEEDS_REVIEW,,f4a02d6e60e8,,私人对话涉及房产交易协商并引导联系家人，属于私人聊天
id_yudi_00252,"Ass, Sy Randy. Mengenai mobil yg sdh sy liat kondisi'y , kebetulan kami berminat. Mohon hub Bapa sy utk dibicarakan hrg netnya; Dr.H.DARMAWAN 0812xxxxxxx",id,yudiwbs_id_sms_spam_v1,1,NEEDS_REVIEW,,9f3ffc181cf0,,私人对话涉及二手车交易协商并引导联系家人，属于私人聊天
id_yudi_00253,"Ass,maaf sy WAHYU.mengenai Mobil bpk yg mau di jual sy sudah lihat dan cocok, Untuk nego hrg silahkan Hub saudara sy di 081219550857 dgn pak JUSMAN SAFEI (TP)",id,yudiwbs_id_sms_spam_v1,1,NEEDS_REVIEW,,ab9a987f0c16,,私人对话涉及二手车交易协商并引导联系家人，属于私人聊天
id_yudi_00254,Ass. Maaf sy by hj.suri yang kemarin survey rumah anda. Mengenai harga bisa hub suami saya H. SIGIT tlp 081316005639.terima kasih,id,yudiwbs_id_sms_spam_v1,1,NEEDS_REVIEW,,2e9e60803ecd,,私人对话涉及房产交易协商并引导联系家人，属于私人聊天
id_yudi_00255,"Ass.sy SUGIYONO yg tempo hari mngenai mobil TOYOTANYA,sy brminat,cocok,tlong hub sodara sy dlu,untuk negosiasi harganya. A/N;ABDULLAH HP;081389909777",id,yudiwbs_id_sms_spam_v1,1,NEEDS_REVIEW,,4f1fbfa4c7fc,,私人对话涉及二手车交易协商并引导联系家人，属于私人聊天
id_yudi_00256,"Assalamu alaikum,saya RESKI dr Costumer Servis TRI PLAZA SEMANGGI lt.1 JL.jend sudirman jkt pst sdh m-hubungi anda waktu pengundian di lakukan tapi no.anda tdk tersambung, jd kami krimkn lwt SMS sebelum jatuh tempo, bahwa no.anda menang undian dr TRI 2014 jenis hadiah 1unit mobil SUZUKI ERTIGA NEW,dengan PIN 2D45CS77, jadi silahkan cek terlebih dahulu di website; www.tricare.jimdo.com /hub; 021-40161777 / 08994179888",id,yudiwbs_id_sms_spam_v1,1,FRAUD,,b18c64bead86,,冒充TRI客服声称中SUZUKI ERTIGA并提供虚假网站链接，属于假冒运营商中奖诈骗
id_yudi_00257,"Assalamu alaiqum, nenek masuk rumah sakit tolong kirimkan dulu ulsa 50 ribu di nomor ini 0852 3173 7479, mau telpon nanti di rumah sakit saya ganti uangnya.",id,yudiwbs_id_sms_spam_v1,1,FRAUD,,0a401f36496a,,冒充亲戚声称在医院急需50000盾并要求汇款，属于冒充亲友紧急求助诈骗
id_yudi_00258,ayah isikan pulsa xl 50rb di no 0818643929 sekarang penting,id,yudiwbs_id_sms_spam_v1,1,FRAUD,,6c33d36b6cfd,,冒充亲戚要求充值XL话50000盾到指定号码，属于冒充亲友要钱诈骗
id_yudi_00259,"Bapak tukokno pulsa AS ndisek 20ribu iki nmrku anyar 085316079211 cepet saiki tak enteni,penteng bpk ada msalah dikantor polisi,jangan dulu sms/tlp",id,yudiwbs_id_sms_spam_v1,1,FRAUD,,69ac92db14bd,,冒充亲戚要求紧急充值AS话20000盾到指定号码，属于冒充亲友要钱诈骗
id_yudi_00260,"BELANJA ONLINE Promo Disc 50% BB Dakota 2,8jt BB Onyx3 2,2jt BB Z10 3,5jt DLL, Info/sms: 085775102735 PIN:BB.2A03F3F2 Atau Klik: www.jaya-olshop.blogspot.com",id,yudiwbs_id_sms_spam_v1,1,AD,,1832b3650b2d,,推广BlackBerry/Z10折扣50%在线商店，属于商家手机促销
