id,text,language,source,binary_label,suggest_reason,label,annotator,template_group,notes
zh_01215,【支付宝】(2/2) d.alipay.com/z,zh,gitcode_zh_sms_8a104,0,normal-unclear,TRANSACTION,,5efd5afcba57,支付宝链接通知
zh_01217,营业厅名称: 国贸营业厅; 地址: 北京市朝阳区国贸地铁亿美商城地下一层B1区; 营业时间: 周一至周日10：00至18：00; 咨询电话: 13701273000; 乘车路线: 乘地铁至国贸站下车B出口，或乘公交9路、28路、37路、728路、729路、730路、938路、801路至大北窑西站下车，从地铁站B出口进入地铁地下一层。。,zh,gitcode_zh_sms_8a104,0,normal-unclear,NEEDS_REVIEW,,1551a2c6295a,营业厅地址信息公开信息
zh_01218,【天上掉下个Iphone5！】通信助手的众亲们，回对应数字设置优先接收的回执精品资讯：2、健康；4体育；6娱乐。成功设置可参与次月Iphone5和1000元话费抽奖。您还可登录 http://v1x.cn/V2X 设置，访问产生的流量费按标准收费。中国移动,zh,gitcode_zh_sms_8a104,1,account/order/auth/logistics-result,FRAUD,,7df64b8e94cb,假冒移动官方+iPhone5抽奖+http://v1x.cn/V2X
zh_01219,【招商证券】新股发行提示：7月23日发行002728台城制药14元/股上限1万股；300390天华超净8.47元/股上限0.75万股；732100川仪股份6.72元/股上限4万股；732111康尼机电6.89元/股上限2.8万股；732126中材节能3.46元/股上限1.6万股。仅供参考，以沪深交易所公告为准。,zh,gitcode_zh_sms_8a104,0,normal-unclear,NEEDS_REVIEW,,9552e6216113,招商证券新股提示
zh_01220,【招商证券】财富版：证监会核准12家公司IPO新股批文；安邦财险再举牌招商银行，持股已达10%。昨日指数报复性反弹，然量能有所萎缩，预计短期市场以震荡为主。除金融为主线外，热点向环保、传媒、一带一路、军工等扩散，可适当关注。投资建议仅供参考，回复N退订。,zh,gitcode_zh_sms_8a104,0,normal-unclear,NEEDS_REVIEW,,dfc9016dc74c,招商证券市场分析
zh_01221,今日带学员建【300223北京君正】该股我司明日将强势拉伸出货，我们的战略怎样你明早盘亲自验证！4006166826“富融基金”,zh,gitcode_zh_sms_8a104,1,spam-unclear,FRAUD,,1bb54296e8bd,假股票指导诱导
zh_01222,幼升小，如高考，思维提升是法宝！沪上首届数学思维嘉年华，全面提升十大思维力，让宝宝从小聪明胜人一筹！免费体验4006217665【至慧学堂】,zh,gitcode_zh_sms_8a104,1,spam-unclear,AD,,1944a78fb3df,教育思维嘉年华+免费体验+4006217665
zh_01223,专家呼吁增设春夏小长假[新浪]-中国移动冲浪助手:http://go.10086.cn/nd/meH/VFBhY,zh,gitcode_zh_sms_8a104,1,spam-link-promo-candidate,NEEDS_REVIEW,,f8dac30f3504,冲浪助手新闻推送
zh_01224,您账户1407于10月04日12:43直付通/快捷支付扣款人民币4999.00[招商银行],zh,gitcode_zh_sms_8a104,0,account/order/auth/logistics-result,TRANSACTION,,560b09781857,招行账户扣款通知
zh_01225,"(1/2)尊敬的客户：您合同号为*110*696的住房贷款于14年12月13日应归还贷款本息3,077.87元，并已扣款成功，感【交通银行】",zh,gitcode_zh_sms_8a104,0,account/order/auth/logistics-result,TRANSACTION,,1b9a93c1884c,交通银行贷款扣款成功通知
zh_01226,8399元/平！北站核心！31-108平金融中心唯一可办营业执照注册公司的精装住宅，钻石地段，恒久硬通货！华府新天地22518888,zh,gitcode_zh_sms_8a104,1,spam-unclear,AD,,2e24fe3b290b,楼盘销售广告
zh_01229,5月20日至6月21日清凉一夏无忧出行活动开启。我们为您爱车提供空调免费检测及免费领取小礼品。详情致电上海绅通34621670【绅通日产】,zh,gitcode_zh_sms_8a104,1,spam-unclear,AD,,e4ce685f2af3,4S店汽车保养活动
zh_01230,自考专科、本科，多个专业，保证毕业，入学签协议，不过全额退费！国家教育部永久查询，后期补录预报从速。详询13611008537吴老师,zh,gitcode_zh_sms_8a104,1,merchant-promo,AD,,d82485030382,自考+13683211677
zh_01231,移珉让出国留学不花钱。美投资移珉全家快速获绿卡，加拿大省提名最后冲刺，魁省即将重启。子女免费优先读美名校。13453154216【亨瑞咨询】,zh,gitcode_zh_sms_8a104,1,spam-unclear,AD,,e2d8cc327931,移民留学咨询推广
zh_01234,点 http://m.mama100.com/kf/ 下载妈妈100，读最新育儿杂志，领取电子会员卡，轻松自助积分！【妈妈100会员中心】,zh,gitcode_zh_sms_8a104,1,spam-link-promo-candidate,AD,,dd7fe1f728b1,妈妈100客户端推广
zh_01235,6/16日美国东西海岸夏威夷大瀑布14日，原23800元，现18800元，仅今明两天预订，询33013579或60441413【中国国旅】,zh,gitcode_zh_sms_8a104,1,spam-unclear,AD,,6f5b76e31bb7,中国国旅+18800+33013579
zh_01237,2013052101  泰隆pos  苏州阳光车仆东吴南路店 苏州吴中经济开发区东吴南路58号 66355062 机具故障 请安排处理！处理完成请回复！ -客服部,zh,gitcode_zh_sms_8a104,1,spam-unclear,TRANSACTION,,dbbcaa1dc749,POS机故障报修
zh_01238,"""截止到2014年07月24日，您的帐户当月可用余额为75.40元。",zh,gitcode_zh_sms_8a104,0,normal-unclear,TRANSACTION,,48fdf49f9430,话费账户余额通知
zh_01240,查询余额服务：您的账户余额为0.00元，移动官网充值（ www.10086.cn）优惠便捷。感谢您的使用，中国移动。,zh,gitcode_zh_sms_8a104,0,merchant-promo,TRANSACTION,,688dd3525f79,移动余额查询
zh_01241,习近平给群众回信曝光 亲笔署名[新华]-中国移动冲浪助手:http://go.10086.cn/nd/lQq/TJOuK,zh,gitcode_zh_sms_8a104,1,spam-link-promo-candidate,NEEDS_REVIEW,,f4af55e86e02,冲浪助手新闻推送
zh_01242,尊敬的车主朋友们你们好！我店将于5月22日至6月5日开展“夏季爽心，劲享清凉”活动，活动期间到店顾客均可享受车辆免费检测、维修保养工时费五折优惠等，详情请来店咨询，电话0555-2611228【天外天比亚迪4S店】,zh,gitcode_zh_sms_8a104,1,merchant-promo,AD,,1121e76d5e02,比亚迪4S店活动促销
zh_01244,乐蜂521爱你多一点，百大品牌最高200减100，30万份大奖注册即送！14-16时丝塔芙限时200减100【乐蜂网】【Q卡】,zh,gitcode_zh_sms_8a104,1,spam-unclear,AD,,72d0ab337165,乐蜂网促销活动
zh_01245,【支付宝】414810（支付宝短信校验码，请勿泄露），需要你进行身份校验。如非本人操作，请致电95188。,zh,gitcode_zh_sms_8a104,0,account/order/auth/logistics-result,TRANSACTION,,e1f1c430ad00,支付宝校验码
zh_01246,"晟汇：贺昨天建仓600641万业企业,今天现已冲高7个点，请内部客户准备运行出仓.下午建仓专线：4006689812金 老 师【晟汇投 资】",zh,gitcode_zh_sms_8a104,1,spam-unclear,FRAUD,,5b0a878c3476,假股票指导诱导
zh_01247,请客、聚餐不知道选哪家餐馆好？它来帮您忙，为您推荐周边特色菜馆、名家招牌菜和特价团购，好吃不贵才是真实惠http://180.3gbc.cn/?a=138541,zh,gitcode_zh_sms_8a104,1,merchant-promo,AD,,bbcd2e8dbb68,周边餐馆推荐链接
zh_01248,Along上新日，超多新品享限时折扣，新品当天9折包邮。限今明两天。http://shop34113522.taobao.com/,zh,gitcode_zh_sms_8a104,1,merchant-promo,AD,,e4faa6d66bb8,淘宝店铺新品促销
zh_01249,2000元抢占建业华宅！5月22日【建业十八城】二期88-176平建业会员招募启动，入会即享钜惠另享日增值200元2678888【信息服务】,zh,gitcode_zh_sms_8a104,1,spam-unclear,AD,,6c2671992083,建业十八城+2678888
zh_01250,【猎聘网】猎聘秘书台:13:41与您通话的是猎头王中黎(ID号:LT11959064)可登录网站查询联系.请您回复短信对此次通话进行评价，1为满意，2为一般，3为不满意。,zh,gitcode_zh_sms_8a104,0,normal-unclear,TRANSACTION,,2c175bdb9023,猎聘网通话评价通知
zh_01251,"尊敬的亲情通用户您好,手机(18259792282)已关机。客服热线:12581158",zh,gitcode_zh_sms_8a104,1,merchant-promo,TRANSACTION,,10c46e8cf54f,亲情通关机提醒
zh_01252,"想一边旅游一边听歌?开通包月,玩歌神大比拼即有机会赢携程旅游卡,快来参加吧!中国电信http://wap.118100.cn/ca/4212",zh,gitcode_zh_sms_8a104,1,spam-link-promo-candidate,AD,,a7aa53f56eab,电信爱音乐活动推广
zh_01253,【360】故障机房:   现象: 联通到电信故障情况  详情: 北京联通集团回复，联通骨干网到电信骨干网流量异常，原因还在排查中，ops还在跟进。,zh,gitcode_zh_sms_8a104,0,normal-unclear,NEEDS_REVIEW,,e19f554242dc,360故障通知技术信息
zh_01254,招行赠您6个月用卡安全保障！覆盖72小时+最高5万元失卡保障，首次关联信用卡客户端即刻领取。猛戳 t.cn/RvPROMc 下载[招商银行],zh,gitcode_zh_sms_8a104,0,normal-unclear,AD,,f69bb157ca40,招行信用卡安全服务推广
zh_01255,女子遇碰瓷又被打当场掏2000求报仇[凤凰]-中国移动冲浪助手:http://go.10086.cn/nd/m5R/vXF9V,zh,gitcode_zh_sms_8a104,1,spam-link-promo-candidate,NEEDS_REVIEW,,b5f4e47b4269,冲浪助手新闻推送
zh_01256,尊敬的会员，快的打车验证码6185【快的打车】,zh,gitcode_zh_sms_8a104,0,account/order/auth/logistics-result,TRANSACTION,,2827685213c7,快的打车验证码
zh_01257,纸袋碰腿北京2孕妇地铁内互殴[人民]-中国移动冲浪助手:http://go.10086.cn/nd/mgP/WzCfo,zh,gitcode_zh_sms_8a104,1,spam-link-promo-candidate,NEEDS_REVIEW,,acba29da0882,冲浪助手新闻推送
zh_01258,您好 我是北京尚博教育的张丽老师( www.zgwljy.com 中国网络教育首拼) 试听网址 http://video.zgwljy.com 祝您工作愉快！考试顺利！15801058196/18801069948(24小时) 010-52166551（17点前）,zh,gitcode_zh_sms_8a104,1,spam-link-promo-candidate,AD,,c5782185d9ef,教育培训机构推广
zh_01259,浦发爱升级，即日起至14年2月28日境外刷卡累计满额，超额部分最高可获20倍积分。更有境外游线路及商户优惠专享；详见信用卡网站【浦发银行】,zh,gitcode_zh_sms_8a104,0,merchant-promo,AD,,5040942601e7,浦发银行境外刷卡促销
zh_01261,"信用卡1984于11月7日13:17消费人民币225.00元,详询信用卡网站在线账户服务或洽4008208788【浦发银行】",zh,gitcode_zh_sms_8a104,0,hard-txn-signal-over-promo-footer,TRANSACTION,,bcf406d15a39,浦发信用卡消费通知
zh_01262,有人富贵有人平凡，想知道你命里有几座金山？想看你今年是否命犯桃花？回21加8位出生日期（如2119810527）生活娱乐为您探知蛇年开运法2,zh,gitcode_zh_sms_8a104,1,spam-unclear,HARASS,,115755ed5b22,算命+桃花+开运+回复出生日期
zh_01263,有人富贵有人平凡，想知道你命里有几座金山？想看你今年是否命犯桃花？回21加8位出生日期（如2119810527）生活娱乐为您探知蛇年开运法2,zh,gitcode_zh_sms_8a104,1,spam-unclear,HARASS,,115755ed5b22,算命+桃花+开运+回复出生日期
zh_01264,"我公司今带客户15.7元重仓买入300223北京君正,明天必爆涨,重点关注,切勿追高!合作熱線:020-29122903【广发投资公司】",zh,gitcode_zh_sms_8a104,1,spam-unclear,FRAUD,,a6cfe1c1433b,假内幕股票诱导
zh_01265,我们在一起，同享分红同欢喜。天弘发起式债券型基金又分红啦！Wind数据显示，该基金自成立以来净值增长4.22，年化收益5.68。天弘基金自购千万作为发起资金且持有不低于三年，利益同享，力求共赢！期待下一次的同喜！详询4007109999。投资有风险【天弘基金】,zh,gitcode_zh_sms_8a104,1,merchant-promo,AD,,53526c87cb87,天弘基金分红公告
zh_01266,未来城2013《寻宝.赛宝》即将来临！国家级权威鉴定专家免费为您鉴宝，名额有限，速来排号。咨询热线4800666/555,zh,gitcode_zh_sms_8a104,1,merchant-promo,AD,,e7a979ad87c8,鉴宝活动推广
zh_01267,想在短时间内学好外语吗？请个外/教吧！一对一授课，月均仅需千余元，一步到位学好外语！学不会不收费！详询86086567【哈迪森】,zh,gitcode_zh_sms_8a104,1,merchant-promo,AD,,fb57755de441,外语培训广告
zh_01268,炎炎夏日，玩什么最High? 《火拼斗地主》引爆新一轮斗地主狂潮！画面精美，奖励不断，带给您不一样的极致体验，快点来，进入火拼时代！下载地址：  http://ah-3g.cn/cp.jsp?id=6799,zh,gitcode_zh_sms_8a104,1,spam-link-promo-candidate,HARASS,,86fd3ad2c78c,火拼斗地主+奖励不断+诱导下载
zh_01269,《企业绩效考核、薪酬体系设计与劳动用工风险控制实战班》由著名人力资源专家5月23-25日于清华授课!电话010-82864689【开课通知】,zh,gitcode_zh_sms_8a104,1,spam-unclear,AD,,1773ee36d47c,清华+绩效考核+薪酬设计+010-82865969
zh_01270,您好！截至到2014年03月29日15时29分，您已使用数据流量7.3MB，套餐内剩余流量142.71MB，其中剩余国内通用流量100.0MB，本地流量剩余量42.71MB，感谢您使用流量查询服务。中国移动,zh,gitcode_zh_sms_8a104,0,account/order/auth/logistics-result,TRANSACTION,,92b9aaee2e05,流量余量提醒
zh_01271,财富收盘版：指数下探消化外围利空后震荡上扬基本收复失地，维持短期反弹延续的观点，早盘点评品种表现良好可继续持有。投资建议仅供参考【招商证券】,zh,gitcode_zh_sms_8a104,0,normal-unclear,NEEDS_REVIEW,,9754284d2752,招商证券收盘分析
zh_01272,最新省钱资费推荐：区内加拨10156332打全国电话1毛5每分钟全包了，没有漫游费和长途费，用着更省钱！询免费专线101575710010,zh,gitcode_zh_sms_8a104,1,spam-unclear,AD,,4d0c9bd70672,联通省钱资费推荐
zh_01273,第24座万科城筑梦贵阳，“万科城媒体品鉴会”4月27日10:30，喜来登酒店隆重发布，诚邀业主参加，电话报名限前20名，详询8506888。【万 科】,zh,gitcode_zh_sms_8a104,1,merchant-promo,AD,,510e0ed7f1f1,万科楼盘活动邀请
zh_01274,【顺丰优选】双12再掀钜惠风暴！299减80券已绑定至您帐户，用完再领1张！每天3波限时抢！仅3天！ m.sfbest.com 回TD退订,zh,gitcode_zh_sms_8a104,0,normal-unclear,AD,,0a45af9a12a0,顺丰优选双12促销
zh_01275,您尾号4842的信用卡12日17:11网上交易人民币1.00元。送你99积分，马上领 t.cn/8s52tGm 。[招商银行],zh,gitcode_zh_sms_8a104,0,account/order/auth/logistics-result,TRANSACTION,,cb03efca67fc,招行信用卡消费+积分活动
zh_01277,广西军区直属医院‘微晶生化、微分子渗透’顶尖技术特效祛除疤痕、纹身、色斑、扁平疣，名医亲诊特惠活动电话0771-5310800桃源路78号,zh,gitcode_zh_sms_8a104,1,merchant-promo,AD,,b5d067dbe523,医院祛疤祛斑特惠
zh_01278,天翼桌面！话费、流量实时显示，短信、通讯录永久备份，帮您解决手机小状况造成的大麻烦，最贴心实用的手机管家，下载地址：http://180.3gbc.cn/?a=138727,zh,gitcode_zh_sms_8a104,1,account/order/auth/logistics-result,AD,,33bb50ab0371,天翼桌面应用推广
zh_01279,【招商证券】短线建议关注信邦制药002390、中体产业600158.沪港通推出前大盘风险不大。个人观点仅供参考15811535171、82498086.--胡东升[回B退订],zh,gitcode_zh_sms_8a104,0,normal-unclear,NEEDS_REVIEW,,9a29cc7c7b0c,招商证券个股推荐
zh_01280,"【招商银行】【招行北京金卡秘书】专享理财300657号,预期年率4.9%,期限35天,5万起,3日起售,售完即止.参与手机银行下载有礼""输邀请码110087有机会获iPhone5S",zh,gitcode_zh_sms_8a104,0,normal-unclear,AD,,4546a1e583ee,招行理财300651+4.9%+iPhone5S活动
zh_01281,美媒曝光中国地下空军:不可战胜[搜狐]-中国移动冲浪助手:http://go.10086.cn/nd/mgp/16Xm2M,zh,gitcode_zh_sms_8a104,1,spam-link-promo-candidate,NEEDS_REVIEW,,ca88947f04e5,冲浪助手新闻推送
zh_01282,"信用卡1984于12月8日12:30消费人民币213.80元,详询信用卡网站在线账户服务或洽4008208788【浦发银行】",zh,gitcode_zh_sms_8a104,0,hard-txn-signal-over-promo-footer,TRANSACTION,,bcf406d15a39,浦发信用卡消费通知
zh_01283,"尊敬的姜燕北,e路泰康航意险（30元）于11月08日生效，保险单号：21140171121281510。查询更多保单详情可关注“泰康在线”微信公众号，详询95522或www.taikang.com [泰康人寿]",zh,gitcode_zh_sms_8a104,0,merchant-promo,TRANSACTION,,617e5daeeb9a,泰康航意险生效通知
zh_01284,【猎聘网】猎聘秘书台:18:13与您通话的是猎头于青(ID号:LT9385187)可登录网站查询联系.请您回复短信对此次通话进行评价，1为满意，2为一般，3为不满意。,zh,gitcode_zh_sms_8a104,0,normal-unclear,TRANSACTION,,9830047b1ae2,猎聘网通话评价通知
zh_01285,大年初五财神日，紫气东来财运照！编写美好祈愿发送到10658666进行归元禅寺电子祈福吧（功德费3元/次）！一切菩萨皆发愿，您的心愿将得到佛菩萨祝福，并在归元寺祈福屏显示加持！,zh,gitcode_zh_sms_8a104,1,spam-unclear,NEEDS_REVIEW,,a03845efe27f,电子祈福收费服务
zh_01286,"同程：亲爱的姜燕北, 您已成功订购了电子票. 订单号:sz537ff355210034d542 辅助码:11614454 本次购票共2张 其中:2014-05-24 西湖必游景点-灵隐【飞来峰】景区 2张，如长时间未收到彩信，请联系客服400-777-7777【同程网】  http://t.cn/RvyjICq 【智游宝】",zh,gitcode_zh_sms_8a104,0,normal-unclear,TRANSACTION,,b0582c10b684,同程网电子票订单通知
zh_01287,纸袋碰腿北京2孕妇地铁内互殴[人民]-中国移动冲浪助手:http://go.10086.cn/nd/mhb/ZFkOX,zh,gitcode_zh_sms_8a104,1,spam-link-promo-candidate,NEEDS_REVIEW,,acba29da0882,冲浪助手新闻推送
zh_01288,有人富贵有人平凡，想知道你命里有几座金山？想看你今年是否命犯桃花？回21加8位出生日期（如2119810527）生活娱乐为您探知蛇年开运法2,zh,gitcode_zh_sms_8a104,1,spam-unclear,HARASS,,115755ed5b22,算命+桃花+开运+回复出生日期
zh_01289,急用钱？有房产/轿车短期借款当日放款。银行贷款5日批贷、有房贷可按7成至满成二次贷款！闲钱理财年收12张莉4006136858【中鼎智德】,zh,gitcode_zh_sms_8a104,1,collection/gray/adult/gambling,HARASS,,2a7687b21d7f,无抵押贷款强行推销
zh_01290,"如需屏蔽回复0000【中传视讯】""",zh,gitcode_zh_sms_8a104,0,normal-unclear,NEEDS_REVIEW,,cf0cf2c4b298,屏蔽回复指令无意图
zh_01291,漂亮的脸蛋，几粒斑点就泄露了年龄，让美丽减分！您还在为祛斑奔波于美容院么？不做“斑”女郎，就选激光袪斑，有效、持久！亚洲最大医疗美容连锁—北京美莱皮肤管理中心，全球顶级激光设备覆盖所有色斑治疗。两岸三地权威专家团队、复合靶向祛斑技术，安全疗效兼顾！祛斑热线010-56935555；www.56935555.com；微信bjmylike或直接回复短信。【北京美莱医疗美容】短信免费，拒收请回复N,zh,gitcode_zh_sms_8a104,1,merchant-promo,AD,,196e6a6cb975,医疗美容祛斑广告
zh_01292,"资源是无价的！【香邑溪谷】稀缺5＋1电梯洋房二期盛情加推，76-99平2居3居，135-200平3居至5居,实景园林即将呈现3323333",zh,gitcode_zh_sms_8a104,1,spam-unclear,AD,,76b657a9b91c,楼盘加推广告
zh_01293,移动微博调查:你最喜欢哪个话题？A黄金价格走势，B戛纳电影节，C毕业季，回复参与抽奖，礼品详情http://139url.cn/9jef6g,zh,gitcode_zh_sms_8a104,1,spam-link-promo-candidate,HARASS,,c2b1778d8ecc,移动微博+抽奖+139url.cn
zh_01294,【天上掉下个Iphone5！】通信助手的众亲们，回对应数字设置优先接收的回执精品资讯：2、健康；4体育；6娱乐。成功设置可参与次月Iphone5和1000元话费抽奖。您还可登录 http://v1x.cn/V2X 设置，访问产生的流量费按标准收费。中国移动,zh,gitcode_zh_sms_8a104,1,account/order/auth/logistics-result,FRAUD,,7df64b8e94cb,假冒移动官方+iPhone5抽奖+http://v1x.cn/V2X
zh_01295,"本司可开各种税票，有抵扣增值,普通国税，地税票等，验后付款。来电13686861254陈先生。另外有回收17增值。",zh,gitcode_zh_sms_8a104,1,spam-unclear,HARASS,,3754e97ad2b7,代开发票
zh_01296,【MM影音，高品质视听享受】MM为您提供多种音乐和视频应用免费下载，给您带来高品质视听享受！点击 http://139url.cn/98c3ud选择属于您的影音享受吧！                                                         【惠州移动】,zh,gitcode_zh_sms_8a104,1,spam-link-promo-candidate,AD,,e3791dd6a28f,MM影音应用推广
zh_01297,财富早间版：国务院正式批准设立中国上海自贸区；权威媒体称五大行上报大额同业存单方案利率市场化推进。指数受国内外利空因素制约短期缺乏上攻催化剂，预计继续回落整理可能性较大，仓重者应缩减仓位应对。投资建议仅供参考。【招商证券】,zh,gitcode_zh_sms_8a104,0,normal-unclear,NEEDS_REVIEW,,3837016ffbff,招商证券早间分析
zh_01298,21日建仓300223北京君正，明日必拉涨5以上出货！20日买入中金岭南的会员今日涨幅5！全国合作热线：4006116383【港澳私募】,zh,gitcode_zh_sms_8a104,1,merchant-promo,HARASS,,accab43058c1,港澳私募+建仓300223+必拉涨5
zh_01299,【联通热门应用推荐】疯狂斗地主(赢奖)――网络真人对战斗地主，体验秒杀对方的快感！免费下载:http://wostore.cn/I3IRFn,zh,gitcode_zh_sms_8a104,1,spam-link-promo-candidate,AD,,036d47b605e6,联通官方应用推荐+赢奖活动
zh_01300,八千万美女帅哥的选择，随时随地搜索身边的异性。免费下载世纪佳缘手机客户端http://d.jiayuan.com .,zh,gitcode_zh_sms_8a104,1,spam-link-promo-candidate,AD,,f2779d0518eb,世纪佳缘交友推广
zh_01301,您账户1407于12月01日12:05ATM取款人民币500.00。微信无卡取款立享便捷:t.cn/8sKVdxN。[招商银行],zh,gitcode_zh_sms_8a104,0,normal-unclear,TRANSACTION,,dc6c7ff9dd5d,招行ATM取款通知
zh_01302,贵阳中心教育大盘。大川集团登陆贵阳，白金城一期【剑桥郡】63-111平米户户超大赠送。低首付低门槛，详询8203333,zh,gitcode_zh_sms_8a104,1,merchant-promo,AD,,50c56949ea66,楼盘教育大盘广告
zh_01303,"【您的Gap】冬季特惠！即日起至12/24全场外套、下装和毛衣7折, 限制条款进店详询。Gap.cn同享哦！",zh,gitcode_zh_sms_8a104,0,merchant-promo,AD,,f3872fef6594,Gap冬季特惠促销
zh_01304,抱歉今天上午公司有一个紧急会议，开完会我联系你。,zh,gitcode_zh_sms_8a104,0,normal-unclear,NEEDS_REVIEW,,6671c5e8bee0,个人聊天短信
zh_01305,酷优惠上线啦！8000款优惠产品，定位搜索身边优惠信息，收藏后离线也能用，酷优惠，掌中的省钱神器！下载：  http://t.cn/zTOO2PZ,zh,gitcode_zh_sms_8a104,1,merchant-promo,AD,,6700555607e5,酷优惠应用推广
zh_01307,"航班变动通知：您预定的【CA1714,5月22日 20:05-22:00 首都国际机场-萧山国际机场】,航空公司通知变更为【CA1714,5月22日 21:25-23:35 首都国际机场-萧山国际机场】接受变更的航班请回复AFCY，携程立即为您确定机位；如需改到其他航班(可能无法确保机位)或全额退票请回复AFCN，我们将安排专人于-47小时内电话联系您。【携程网】如需屏蔽，回复0000",zh,gitcode_zh_sms_8a104,0,normal-unclear,TRANSACTION,,f30223c0a309,携程航班变动通知
zh_01308,行情来了，操盘手最新高端实盘指导，加Q群：237445542，盘前提示潜力股，盘中实盘指导；把握实时热点，学炒股方法，免费体验【益盟操盘手】,zh,gitcode_zh_sms_8a104,1,spam-unclear,HARASS,,13ba29124026,益盟操盘手+实盘指导+Q群+免费体验
zh_01309,【手机软件推荐：天下趣闻】一只绵羊跳下悬崖身亡，1500只绵羊随后从同一处悬崖跳下。这是2013年3月发生在土耳其东部城市盖瓦什的一件新鲜事，想知道为什么吗？天下趣闻为你展示出乎意料的世界！点击下载 http://139url.cn/98r6hc,zh,gitcode_zh_sms_8a104,1,spam-link-promo-candidate,HARASS,,6cbbcffa125b,联通应用推荐+天下趣闻+诱导下载
zh_01310,城南最火爆的商铺！【Web立方商铺】买一铺得几铺！投入十余万年收三四万！即买即收租！全产权！双证齐！坐享万亿级电商行业利润！83373733,zh,gitcode_zh_sms_8a104,1,spam-unclear,AD,,8db686c78a64,商铺投资广告
zh_01311,新华快讯：外交部今宣布，习近平将出访特立尼达和多巴哥、哥斯达黎加、墨西哥三国，并于6月7日至8日在美国会晤奥巴马。 www.xhqm.cn,zh,gitcode_zh_sms_8a104,1,spam-link-promo-candidate,NEEDS_REVIEW,,5932d0dee483,新华快讯新闻
zh_01312,哪首歌让你心潮澎湃，哪首歌让泪水模糊了你的双眼，回复编码下载《我是歌手》精彩歌曲彩铃:01夜夜夜夜，02烛光里的妈妈，03热情的沙漠，04没离开过，05老男孩（2元/首）。点击http://m.10086.cn/m/singer 查看往期更多歌曲。中国移动,zh,gitcode_zh_sms_8a104,1,spam-link-promo-candidate,AD,,22f235b4dad9,移动彩铃下载活动
zh_01313,我行保本产品最同业最高！夜市专场33天3.9，今晚8点开抢！更有专属产品91天4.1需预约，详询【平安刘明月82430950】,zh,gitcode_zh_sms_8a104,1,merchant-promo,AD,,ddeb6545dabf,平安银行理财产品推广
zh_01314,尊敬的用户，建议您安装“Yunni短信”，打破传统短信工具，让Yunni短信用户之间免费发信息，发短信更轻松、更优惠。下载地址： http://220.178.26.158:8080/sta?id=00020,zh,gitcode_zh_sms_8a104,1,merchant-promo,AD,,4331382a96ec,短信应用推广下载
zh_01315,"您尾号7544卡17日15:43工商银行收入6,272元。【工商银行】",zh,gitcode_zh_sms_8a104,0,account/order/auth/logistics-result,TRANSACTION,,1cb0fc55532f,工商银行收入通知
zh_01317,您参与的‘动感秋季迎新-承诺消费优惠’活动，本月返还话费20元，已注入副账户。祝您消费愉快。,zh,gitcode_zh_sms_8a104,0,merchant-promo,TRANSACTION,,f6500d00af27,移动话费返还通知
zh_01318,【联通赠刊】苍井空广告书法卖60万 网友表示：愚蠢的人类       http://hao.hb165.com/i/1/Fihp0E4d,zh,gitcode_zh_sms_8a104,1,spam-link-promo-candidate,NEEDS_REVIEW,,47c794025aa0,联通赠刊链接
zh_01319,[手机助手]发送DJ到10086，参加拇指夺金3，1M已用流量得1个金币，金币可抽大奖！http://wap.scmcc.com.cn/dj,zh,gitcode_zh_sms_8a104,1,spam-link-promo-candidate,AD,,c13ffa7221b6,手机助手金币活动
zh_01320,初一，突破学习瓶颈——实现从45分到92分的飞跃？ A+1精品课程，211、985毕业名师授课，扫清学习盲点。提优/补差：68665004,zh,gitcode_zh_sms_8a104,1,spam-unclear,AD,,e4cbc9b5ebf0,教育培训机构广告
zh_01321,【京东】12.12来了！iPadmini 1699抢，洗护每满200减100，移动电源12元抢!更多实惠12.10等你来！回TD退订,zh,gitcode_zh_sms_8a104,0,normal-unclear,AD,,35d799215ffa,京东双12促销
zh_01323,爱尚英语五周年暑期钜献，新概念英语班、小升初衔接班、中考冲刺班等火热报名中！铂金品质超小班教学，名师一对一课后辅导，提分效果显著！详情请咨询87884530，江东彩虹南路11号嘉汇国贸A座902（七塔寺斜对面）【思瑞福环球英语】,zh,gitcode_zh_sms_8a104,1,merchant-promo,AD,,66694aee5876,英语培训广告
zh_01324,"[电话] 18612267673""",zh,gitcode_zh_sms_8a104,0,normal-unclear,NEEDS_REVIEW,,ca8bd8ae14e1,仅电话号码无内容
zh_01325,亲，您的订单已发货，中通速递，单号：718402990293，请验货签收！本店主营国货精品、进口家居日用！【我爱我家日用商城】,zh,gitcode_zh_sms_8a104,0,account/order/auth/logistics-result,TRANSACTION,,da990fd25c1d,快递发货通知
zh_01326,【天上掉下个Iphone5！】通信助手的众亲们，回对应数字设置优先接收的回执精品资讯：2、健康；4体育；6娱乐。成功设置可参与次月Iphone5和1000元话费抽奖。您还可登录 http://v1x.cn/V2X 设置，访问产生的流量费按标准收费。中国移动,zh,gitcode_zh_sms_8a104,1,account/order/auth/logistics-result,FRAUD,,7df64b8e94cb,假冒移动官方+iPhone5抽奖+http://v1x.cn/V2X
