id,text,language,source,orig_label,label,annotator,template_group,notes,reason
iiitd_00334,Why does santa study in front of mirror? Bcoz 1)revision b sath mai ho jata h. 2)vo apne upr nazar rkh skta h. 3)use combind stdy psand h.,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,audit_fixpass_iiitd,c1f0e11f9334,latin-script-hinglish-or-en-IN;not-devanagari | [fix:NEEDS_REVIEW->AD] 问答/竞猜增值短信，非诈骗 | [fix:AD->NEEDS_REVIEW] 私人闲聊误判问答,问答/竞猜增值短信，非诈骗
iiitd_00335,"INVITATION TO MY DEAR FRIENDS4 NEW Yr  PartyOn 31st Dec 2010At-Nahyan Hall167th FloorBurj-E-Khaleefa,DUBAIKoi Bahana Nhi ChalegaPls note-Lift band Hai.",hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,c22b8a6b21e6,latin-script-hinglish-or-en-IN;not-devanagari,日常沟通，非四类目标域
iiitd_00336,"If a girl gets 90% marks. HER RESPONSE kamina 2 marks aur de deta, to uska kya jataaa If a boy gets 65% he says check krne wala bhagwan thaa yaar.",hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,75602202b595,latin-script-hinglish-or-en-IN;not-devanagari,闲聊成绩，非目标域
iiitd_00337,"If a girl gets 89 marks.HER RSPONSE: kamina 1 mrk aur de deta,to uska kya ho jata If a boy gets 40 he sayscheck karne wala bhgwan tha yaar.;-)",hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,616136088b9e,latin-script-hinglish-or-en-IN;not-devanagari,闲聊成绩，非目标域
iiitd_00338,"If a drop of water falls in a lake,  ther is no identity. Bt if it falls on a leaf of lotus, it shines like a pearl.So choose d best place where u wud shine.",hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,100605676ca1,latin-script-hinglish-or-en-IN;not-devanagari,闲聊消息，非目标域
iiitd_00339,"If a drop of water falls in a lake, it has no identity but if falls on a leaf of lotus, it shines apart. So choose the correct place where u can shine.",hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,4d91bd9c11e3,latin-script-hinglish-or-en-IN;not-devanagari,私人对话片段，非目标域
iiitd_00340,"If a CAT crosses ur way,when u are going some where,then wat does itmean????????It means tht th Cat is also goin smewhre-via WAY2SMS.COM",hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,49824e6ab608,latin-script-hinglish-or-en-IN;not-devanagari,带WAY2SMS签名的短信，非目标域
iiitd_00341,"If 2day a big fat man cmes 2 u & puts u in a big red bag. Don't get afraid plz, actualy i asked santa 2 gift me a gud frnd 4 dis xmas.  Mery chirtmas",hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,dd62754666a6,latin-script-hinglish-or-en-IN;not-devanagari,表达害怕，闲聊
iiitd_00342,whos dis?i lst al my contacts,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,60ea837fd1c5,latin-script-hinglish-or-en-IN;not-devanagari,私人短信，非目标域
iiitd_00343,If 1=5 2=25 3=125 4=625 5=? Think b4 scrolling down. Ans=1 How? See the 1st line. Conclusion: Dont Complicate Simple Problems in life.,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,70ead22e7954,latin-script-hinglish-or-en-IN;not-devanagari,人生哲理短信链，非目标域
iiitd_00344,"If 007 is JaMesBond, what is 111? Try-Try Simple, Its JaMes Bond in Binary..!! Only engineers Think different....",hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,9310f5f069d1,latin-script-hinglish-or-en-IN;not-devanagari,私人对话片段，非目标域
iiitd_00345,"If P+J is knwn as poor joke. wht will u call P+iJ? Ans:Complex poor joke Ab aap sochoge is par hasi kyu nhi aayi? Arey,Joke waala part to imaginary hai..;-)",hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,1259a651fa21,latin-script-hinglish-or-en-IN;not-devanagari,政治笑话/段子，私人娱乐
iiitd_00346,"INVITATION TO MY DEAR FRIENDS 4 NEW Yr Party On 31st Dec 2010 At- Nahyan Hall 167th Floor Burj-E-Khaleefa, DUBAI Koi Bahana Nhi Chalega Pls note-Lift band Hai.",hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,c22b8a6b21e6,latin-script-hinglish-or-en-IN;not-devanagari,私人闲聊，非四类目标域
iiitd_00347,ie this on ur hand! . >>>(*Vaibhav*)<<< . Hope I m d 1st friend of urs 2 tie d FRIENDSHIP BAND.!! if u accept my frndshp send me dis msg editing ur name.,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,44f08cb7e2f1,latin-script-hinglish-or-en-IN;not-devanagari,友谊日/友谊手链chain消息，非目标域
iiitd_00348,ie this on ur hand! . >>>(*OJASVI*)<<< . Hope I m d 1st friend of urs 2 tie d FRIENDSHIP BAND.!! if u accept my frndshp send me dis msg editing ur name.,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,b198113c3302,latin-script-hinglish-or-en-IN;not-devanagari,友谊日/友谊手链chain消息，非目标域
iiitd_00349,ie this on ur hand ! >>(*'Deepanshu'*)<< Hope I m d 1st friend f u 2 tie d FRIENDSHIP BAND.! if u accept my frndshp send me ds msg editing ur name.,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,b31a51510ef9,latin-script-hinglish-or-en-IN;not-devanagari,友谊日/友谊手链chain消息，非目标域
iiitd_00350,ie this on ur hand ! >>(*''ANUJ''*)<< Hope I m d 1st friend f u 2 tie d FRIENDSHIP BAND.! if u accept my frndshp send me ds msg editing ur name...,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,534eaa96c4b5,latin-script-hinglish-or-en-IN;not-devanagari,友谊日/友谊手链chain消息，非目标域
iiitd_00351,ie this on ur hand ! =>>(*SANKET*)<<= Hope I m d 1st friend f u 2 tie d FRIENDSHIP BAND.! if u accept my frndshp send me ds msg editin ur name,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,4dbd6f4aa5be,latin-script-hinglish-or-en-IN;not-devanagari,友谊日/友谊手链chain消息，非目标域
iiitd_00352,whole syllabus 4 coa quiz...pramod,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,ac1ffc3c04f7,latin-script-hinglish-or-en-IN;not-devanagari,闲聊学业，非目标域
iiitd_00353,ie Dis on ur hand >>>>(VIPUL)<<<< Hope I m d 1st friend who tie d FRIENDSHIP BAND.!:-,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,28671401510e,latin-script-hinglish-or-en-IN;not-devanagari,友谊日/友谊手链chain消息，非目标域
iiitd_00354,idk why i'm missing you little bit and/or craving for your company. or maybe i'm hungry and i haven't talked to you in some time (and that's mixed up in my head). :/,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,31289d2c2ad1,latin-script-hinglish-or-en-IN;not-devanagari,闲聊饮食，非目标域
iiitd_00355,idiot...mood kharab ho gaya mera n i wasted so mch time. dono hw m gona get thru all this work...,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,46d8cb19e9b2,latin-script-hinglish-or-en-IN;not-devanagari,朋友间调侃（idiot），闲聊
iiitd_00356,idiot...,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,1d1e29407a9a,latin-script-hinglish-or-en-IN;not-devanagari,朋友间调侃（idiot），闲聊
iiitd_00357,"INVITATION To all my dear Frndz 4 D NEW YEAR  Party! On 31st Dec 2010 At- Nahyan Hall, 67th Floor, Burj-E-Khaleefa, DUBAI. Koi Bahana Nahi Chalega.",hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,f16caad58b81,latin-script-hinglish-or-en-IN;not-devanagari,非正式对话，非目标域
iiitd_00358,Idiot!!!! Next time kab??,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,d26c56863286,latin-script-hinglish-or-en-IN;not-devanagari,朋友间调侃（idiot），闲聊
iiitd_00359,Idiot when are you coming?,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,fa19053c9713,latin-script-hinglish-or-en-IN;not-devanagari,朋友间调侃（idiot），闲聊
iiitd_00360,Idiot when are you  coming?,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,fa19053c9713,latin-script-hinglish-or-en-IN;not-devanagari,朋友间调侃（idiot），闲聊
iiitd_00361,"Identification of students.1.Books in hands-PUNE. 2.Roled books in jeans-MUMBAI.  3.Books in home,ladki in hand-DELHI4.Books in bag,chotha in hand-KOLKATA5.books in mind -BIHARI.1BIHARI sab pe BHARI.We Rock.......",hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,cc981be4abfb,latin-script-hinglish-or-en-IN;not-devanagari,非正式对话，非目标域
iiitd_00362,ID pj daya ke dar se khuni ne darwaza khula hi chodh diya par daya bhi chalak tha darwaza band kiya aur tod diy,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,44142c95bfb6,latin-script-hinglish-or-en-IN;not-devanagari,玩笑式短信链（找CID），非目标域
iiitd_00363,ice sayin. . Its alwyz nt abt buzy... Its alwyz d priorities,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,d818a9cfe504,latin-script-hinglish-or-en-IN;not-devanagari,私人通信，非目标域
iiitd_00364,"whoa awesome!!! yeah kinda njoyn! gt up late so missd brkfst,nw makn tea ;p",hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,7621ddcc1637,latin-script-hinglish-or-en-IN;not-devanagari,闲聊饮品，非目标域
iiitd_00365,Ibm ka mail kar de.,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,0a186189a474,latin-script-hinglish-or-en-IN;not-devanagari,日常沟通，非四类目标域
iiitd_00366,"IBLONG2U Spirituality is for the rich as well as for the poor. For the rich, it opens their hearts. For the poor, it gives them self-confidence.",hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,8f5a9032a6a6,latin-script-hinglish-or-en-IN;not-devanagari,私人通信，非目标域
iiitd_00367,IBLONG2U A fantastic student makes a fabulous teacher! I am a fantastic student n thank u 4 making me a fantabulous teacher! Dinesh Ghodke,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,860ca6aa85e1,latin-script-hinglish-or-en-IN;not-devanagari,闲聊饮品，非目标域
iiitd_00368,Intzaar na.,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,9a67b34ad4f5,latin-script-hinglish-or-en-IN;not-devanagari,等待/让等，闲聊
iiitd_00369,ibility whatsoever 4any mistakes.Whatever I hv written is truly fictitious& any resemblance with d Subject Matter is purly Coincidental,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,a8d1e07f22ad,latin-script-hinglish-or-en-IN;not-devanagari,玩笑式短信链（找CID），非目标域
iiitd_00370,"Ias , dad ka sapna try kr rha hun shyad kuch ho jaye",hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,779aff910d59,latin-script-hinglish-or-en-IN;not-devanagari,梦想相关短信，非目标域
iiitd_00371,Iam sick of parents imposing their lost punk youth on thr four year olds. Its 1 thing to mangle ur own hair-bt quite nother 2 try 2 mke ur kid too cool for preschool.......... -HELEN STAPINSKI author of five finger discount,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,0e3753358d71,latin-script-hinglish-or-en-IN;not-devanagari,私人闲聊，非四类目标域
iiitd_00372,i==--..__..-=-._. !!==--..__..-=-._; !!==--..@..-=-._; !!==--..__..-=-._; !! !i !! Sare Jahan se accha'HINDUSTAN' hamara JAI HIND Happy 'REPUBLIC DAY'..,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,47b87e99476d,latin-script-hinglish-or-en-IN;not-devanagari,共和国日祝福，非目标域
iiitd_00373,"i) will u go shopping with me? ii) u wer sleeping so deeply, ur mom picked up d fone. bt we didn tok mch. iii) if ur meeting me, den plz bring ur best n latest song collection on a pen drive so tht i cn save it on my laptop. iv) i need to discuss all oder bday stuff with u including hw wil anura b picked up. v) at any cost, i wana kno wot wer u being teased abt in colg. i don wana unecessarily jump to d wrong conclusions or take tension abt u having a girl assistant. vi) preferably wake me up by 9am.",hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,4c550b0eafc1,latin-script-hinglish-or-en-IN;not-devanagari,请求叫醒，闲聊
iiitd_00374,"I(priya) have added u as a contact on WAY2SMS.COM to send Free SMS.(to stop receiving SMS, email unsubA??way2sms.com)-Sent via WAY2SMS.COM",hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,d641a3e3c70b,latin-script-hinglish-or-en-IN;not-devanagari,带WAY2SMS签名的短信，非目标域
iiitd_00375,I?m just giving u time to miss me!,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,c047fd3801f4,latin-script-hinglish-or-en-IN;not-devanagari,日常沟通，非四类目标域
iiitd_00376,Who was the 1st. iNDiAN WOMAN to fLy abroad without passport & visa...?Guess....Don't know ?SiTA with RAAVAN to SRiLANKA !!improve ur G.K.   good night.,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,bf7e1fcb3d46,latin-script-hinglish-or-en-IN;not-devanagari,早安/晚安祝福，非目标域
iiitd_00377,I've walked many miles in my life.. i really don't care how many miles r left for me.. but am really Happy that i met U before my Journey Ended.:-),hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,audit_fixpass_iiitd,cecb1a4325b0,latin-script-hinglish-or-en-IN;not-devanagari | [fix:NEEDS_REVIEW->AD] 问答/竞猜增值短信，非诈骗 | [fix:AD->NEEDS_REVIEW] 私人闲聊误判问答,问答/竞猜增值短信，非诈骗
iiitd_00378,"I've walked many miles in my life.. I really don't care how many miles are left for me, But i am happy that i met you before my journey ended..:-)Gud n8",hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,audit_fixpass_iiitd,b339229eb17e,latin-script-hinglish-or-en-IN;not-devanagari | [fix:NEEDS_REVIEW->AD] 问答/竞猜增值短信，非诈骗 | [fix:AD->NEEDS_REVIEW] 私人闲聊误判问答,问答/竞猜增值短信，非诈骗
iiitd_00379,Intzaar,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,eb20c979a904,latin-script-hinglish-or-en-IN;not-devanagari,等待/让等，闲聊
iiitd_00380,I've reached.. Kb tk aayega?,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,63db3c597aa7,latin-script-hinglish-or-en-IN;not-devanagari,闲聊消息，非目标域
iiitd_00381,I've learnt many things from my frndz.. they gave me the tricks for stupid activities...they gave me money when i was empty in canteen...they rose their hands 2wards me for beating unsensibly...they love me..they care for me..and I love them too...!!???!!But still I have a complaint..dat they dint teach me one thing..and u knw wat?They dint teach meHow to live without them....? Dedicated to alli-dont-wanna-loose buddies...:-),hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,02a5fcfb6283,latin-script-hinglish-or-en-IN;not-devanagari,闲聊饮品，非目标域
iiitd_00382,Who was the 1st. iNDiAN WOMAN to fLy abroad without passport & visa...? Guess.... Dont know ? SiTA with RAAVAN to SRiLANKA !! improve ur G.K. good night.,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,bf7e1fcb3d46,latin-script-hinglish-or-en-IN;not-devanagari,早安/晚安祝福，非目标域
iiitd_00383,I've got nothing smart to say except.........Happy New Year !!Live it up........- Ujjwal Gupta,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,fe6fe45e8ae8,latin-script-hinglish-or-en-IN;not-devanagari,新年祝福短信，非四类目标域
iiitd_00384,"I've been trying to search how 2 return an array in java. If u cn come on skype chat n tell wot exactly ur luking 4,i myt b able 2 help u betr. I'm nt studying newyz. Myt as well atles help u. Hmm?",hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,6dd459fe49ba,latin-script-hinglish-or-en-IN;not-devanagari,私人短信，非目标域
iiitd_00385,"i've been slogging so hard, and this is the importance i get?",hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,379c89721cac,latin-script-hinglish-or-en-IN;not-devanagari,私人短信，非目标域
iiitd_00386,i'm very afraid of what you'll think and do once i tell you.,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,3c7da0e21e3b,latin-script-hinglish-or-en-IN;not-devanagari,表达害怕，闲聊
iiitd_00387,I'm tkng lab nw....,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,2f8c5acbe148,latin-script-hinglish-or-en-IN;not-devanagari,私人短信，非目标域
iiitd_00388,i'm sure you know different ways to say not right now.,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,ef3d5884685f,latin-script-hinglish-or-en-IN;not-devanagari,无关短信，非目标域
iiitd_00389,"I'm so thrilled that u decided to run d marathon. Has given me inspiration to start practicing from next week. :) :P I evn cooked up an analogy 4 it while brushing in d morning. :P Its lyk being alone v/s a union. The former maybe easier, bt d latter is more enjoyable. :) :*",hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,a69ed3b3dde7,latin-script-hinglish-or-en-IN;not-devanagari,玩笑式短信链（找CID），非目标域
iiitd_00390,why do you loose your patience so quickly?,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,1626d7438132,latin-script-hinglish-or-en-IN;not-devanagari,朋友间闲聊，非目标域
iiitd_00391,I'm so so sry. 1. Coz m texting wen u told me nt to. 2. Coz i din cal bck wen u called me after sending me tht msg. M texting coz i din wana 4get d reason y i din call u n nt b able 2 tell u in d morn. N i din cal bck coz my fone ws on silent coz i ws wid mom dad n by mistake i 4gt 2 un-silent it. Sry!,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,a760b9cc68a3,latin-script-hinglish-or-en-IN;not-devanagari,私人愿望表达，非目标域
iiitd_00392,"I'm so addictd 2ur msgs,dat if u dnt sms me,i'l use noodles 2hang myself,Use sponge 2hit me,Ruber knife 2cut my vein &Water pistol 2 blow my head.So keep msgin. Gudnyt;-)",hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,59a3f7caba0e,latin-script-hinglish-or-en-IN;not-devanagari,私人对话片段，非目标域
iiitd_00393,"I'm sleeping|  ,o_,__,,|==========|Oh! I forgot    o>| ,/(,__,,|=========|To say you     o_,     G00D|   /(,__,  NIGHT;-) Sweet dream!!!...",hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,0fe71805916f,latin-script-hinglish-or-en-IN;not-devanagari,晚安美梦祝福，非目标域
iiitd_00394,Who was the 1st Indian women to fly ABROAD ????? ????????????????????? SEETA WITH RAWAN.,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,dcb098313de3,latin-script-hinglish-or-en-IN;not-devanagari,日常短信，非目标域
iiitd_00395,"i'm selected for KBC for 31 Sept episode, for phone a friend i've given ur number as i have to give 3 numbers. Plz be prepared.
Thanks.",hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,ca1df8c32dd4,latin-script-hinglish-or-en-IN;not-devanagari,无关短信，非目标域
iiitd_00396,i'm pissed off...,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,fdcd71262430,latin-script-hinglish-or-en-IN;not-devanagari,表达愤怒/不满，闲聊
iiitd_00397,i'm nt able to call u. it says ur out of coverage area.,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,5ccb6159e5b3,latin-script-hinglish-or-en-IN;not-devanagari,日常短信，非目标域
iiitd_00398,i'm not able to call you! :( i've so many times. and your landline is busy. :(,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,cbfeeed306de,latin-script-hinglish-or-en-IN;not-devanagari,闲聊消息，非目标域
iiitd_00399,I'm like a paper! U can write ur feelings! Use me 2 absorb ur tears! Dont throw me aftr use bcoz when u feel cold I'll burn myself 2 warm u. Gud night,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,d79cadd34af4,latin-script-hinglish-or-en-IN;not-devanagari,私人情感表达，非目标域
iiitd_00400,i'm in class now!!!,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,d7c41a8855fb,latin-script-hinglish-or-en-IN;not-devanagari,告知在课堂上，闲聊定位
iiitd_00401,Interview ke liye kya lana padta hai? Just resume and mark sheets na? Mark sheets original ya photocopy? Any suggestions?,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,73729a02fec0,latin-script-hinglish-or-en-IN;not-devanagari,闲聊面试/实习，非目标域
iiitd_00402,"I'm home. U cannot imagine. 50 mtrs inside d gate, my mom dad wer der! N my tears wer stil wet. God, mujhe itni tension ho gai. Bt i managed.",hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,4783e4c42e8a,latin-script-hinglish-or-en-IN;not-devanagari,私人情感表达，非目标域
iiitd_00403,i'm home.,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,6e2f29564056,latin-script-hinglish-or-en-IN;not-devanagari,极短回复/表情，非目标域
iiitd_00404,i'm going to take a bath. finish your assignments as soon as possible.,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,f8cf16426169,latin-script-hinglish-or-en-IN;not-devanagari,告知去洗澡，闲聊
iiitd_00405,i'm going to sleep...i don't feel like studying any more thanks to you...you better pray that i do well in both my exams tomorrow... DON'T CALL ME.,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,f9913f2f1902,latin-script-hinglish-or-en-IN;not-devanagari,告知去睡觉，闲聊
iiitd_00406,i'm going to sleep now. maybe i can sleep when you're doing your paper.,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,28acff1f287a,latin-script-hinglish-or-en-IN;not-devanagari,告知去睡觉，闲聊
iiitd_00407,i'll just google it...,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,d84519e62d39,latin-script-hinglish-or-en-IN;not-devanagari,私人通信，非目标域
iiitd_00408,"I yaad you very zada,You bhi yaad me bahut much,I m ur very achi friend,U r meri gud dost,I speak sach,So plz don't bhoolna me,I bhi nhi 4get u, I shapat.",hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,54ab8bc62db8,latin-script-hinglish-or-en-IN;not-devanagari,私人闲聊，非四类目标域
iiitd_00409,I WUD LUV TO... n ve bn tryn to cnvnce mum n sis a hel lot..rly wan to cm cuz its d last day n al..aur kya bolun ya?.. Finally aftr so lng our stupid fights ve ended! D farewels suposd to b rlyyy spcl! Jus 3 hrs ya..plzzz aaaajaaaaooo!! Rply..,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,9116efe2a905,latin-script-hinglish-or-en-IN;not-devanagari,朋友间调侃（idiot），闲聊
iiitd_00410,"i ws thinking i shud attend atleast 1 evening of my fest coz u genraly attend urs n so tht i don hv to hear from anyone tht i din enjoy my colg life. bt then its honestly a burden to attend d damn thing. n id rather spend tht tym wid u whether u attend my fest with me or not. also i cud use the tym to attend to pending work n maybe evn study for T1 viz almost just after jive (my fest). we cud use fri for ourselves. if u wana attend ur class, i cn use tht tym to collect my skl's security deposit. oderwise w",hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,df0ee03e5c24,latin-script-hinglish-or-en-IN;not-devanagari,闲聊大学生活，非目标域
iiitd_00411,i ws saying tht i needed to tok to u wen u cut d fone on my face.,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,e7212fb0cba4,latin-script-hinglish-or-en-IN;not-devanagari,朋友间闲聊，非目标域
iiitd_00412,Intern?,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,fae1da15e5cf,latin-script-hinglish-or-en-IN;not-devanagari,闲聊面试/实习，非目标域
iiitd_00413,i ws saying gn wen u disconnected. atles convo toh finish hone diya karo!,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,331ad545e706,latin-script-hinglish-or-en-IN;not-devanagari,朋友间闲聊，非目标域
iiitd_00414,I ws rdy at 9.15. Nw waiting for dem to get rdy. Abi 5 mins me nikalenge...,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,07651e85b854,latin-script-hinglish-or-en-IN;not-devanagari,等待/让等，闲聊
iiitd_00415,I ws rdy at 7.5 nd ye log ab ghuse h tayar hone. Wat u dng?,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,b127e235fb6d,latin-script-hinglish-or-en-IN;not-devanagari,日常沟通，非四类目标域
iiitd_00416,I ws on phn.abi rakha h. U say wat u dng dear?,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,303359fe10c2,latin-script-hinglish-or-en-IN;not-devanagari,私人通信，非目标域
iiitd_00417,yr y u sayn so  i mean hv i ever given u ne such hint dt u feelin so! i mean i respect ur feelin bt u knw i cannot supprt u fr dz! so betr v dnt talk abt dese thngs!,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,36a54ec18606,latin-script-hinglish-or-en-IN;not-devanagari,无关短信，非目标域
iiitd_00418,Who told u,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,c830e3ee8f81,latin-script-hinglish-or-en-IN;not-devanagari,私人闲聊，非四类目标域
iiitd_00419,I ws on phn wid parool. Woh ghar par h nd she getin bore s koi frnd nhi h wahan...,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,224fbd0b35dc,latin-script-hinglish-or-en-IN;not-devanagari,表达无聊，闲聊
iiitd_00420,I ws nt in rum. Take the assignment frm neeru or dolma or aditi or diksha or neha,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,312db02826eb,latin-script-hinglish-or-en-IN;not-devanagari,告知在房间，闲聊定位
iiitd_00421,"i ws hoping fone abruptly na cut ho jae. khair newyz. nw fone battery is also gng down. luv u, tc, gn, swt drms, keep smiling :)",hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,41d1badf8da9,latin-script-hinglish-or-en-IN;not-devanagari,日常短信，非目标域
iiitd_00422,I wont cum 2 play 2day.m out in d market.luv u.how r jhanno ke baal,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,86f4d15e512a,latin-script-hinglish-or-en-IN;not-devanagari,无关短信，非目标域
iiitd_00423,"INTERESTING MOMENTS: *Tryin hard to find d mob wen its in silent mode. *A random day dream & then realizin tat u were starin at someone by mistake. *Havin some txts on ur mob tat u nvr want to delete. *Restartin de song wen u miss ur most favrt line. *Staring into ur wardrobe of clothes & findin nothin Gud to wear. *Wen parents keep callin, pretendin to tel 'am coming' & moving only aftr dey shout. *Evrything else becomin most intrsting wen its exam time. *Before startin any chapter countin de no. of pgs. *Enjoyin d momnt wen sum1 interrupts de class for an imp announcement. *Shoutin 'sirrr' wen its 10 mins before brk. *D momnts wen v feel smilin is far btr than explainin y u r sad. Seriously, life is better wen u decide u dnt care watvr strange happns..",hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,0fcc7767af7e,latin-script-hinglish-or-en-IN;not-devanagari,玩笑式短信链（找CID），非目标域
iiitd_00424,"I wonder, .. Every next GIRL i meet is committed with sumone:-*:- & Every next BOY i talk to is single... .. Yeh ladkiyan aakhir ja kaha rahi hai..???? :",hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,7827bf1635ca,latin-script-hinglish-or-en-IN;not-devanagari,非正式对话，非目标域
iiitd_00425,i woke up so early only to find out its off for me today!,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,manual,60aabc052ac7,latin-script-hinglish-or-en-IN;not-devanagari,日常短信，非目标域
