id,text,language,source,prior_label,suggested_label,suggest_reason,label,annotator,template_group,notes,pack_role
uci_01945,"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu",en,uci_sms_spam_collection_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,fe4a8031e70e,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
uci_01310,"Ok, be careful ! Don't text and drive !",en,uci_sms_spam_collection_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,cb3b54a48c23,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
uci_02356,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*",en,uci_sms_spam_collection_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,462f1c26f516,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
id_yudi_00612,Aku di pt. DI,id,yudiwbs_id_sms_spam_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,9afe3ef60044,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
id_ss_00865,Photoshop membuat komputer saya tertutup.,id,spamshield_indonesian_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,87bc0d8c0a2f,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
zh_09651,京石路改扩建施工，请谨慎驾驶，因此带来不便请谅解。冀星公司客服电话:0311-966122.,zh,gitcode_zh_sms_8a104,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,9509c24ce28d,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
uci_03470,All day working day:)except saturday and sunday..,en,uci_sms_spam_collection_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,6f823aa17b22,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
uci_04415,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.,en,uci_sms_spam_collection_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,2cf779177735,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
id_yudi_00702,Cara panggil na localhost/SistemRumahSakit/gerbang/rawatdarurat,id,yudiwbs_id_sms_spam_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,9507ef96b4c7,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
uci_01689,Nan sonathaya soladha. Why boss?,en,uci_sms_spam_collection_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,7f1c507b4bee,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
iiitd_00078,"In any relationship, the essence of trust is in it's bond.So, hold the hand of the person whom you love, rather than expecting them to hold urs. .! :-)",hi,iiitd_sms_spam_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,94aa419494c4,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
uci_00722,S'fine. Anytime. All the best with it.,en,uci_sms_spam_collection_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,0e80e54bf3a3,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
zh_02280,纸袋碰腿北京2孕妇地铁内互殴[人民]-中国移动冲浪助手:http://go.10086.cn/nd/mh9/E5RT5,zh,gitcode_zh_sms_8a104,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,acba29da0882,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
uci_02517,Yes.i'm in office da:),en,uci_sms_spam_collection_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,e43ec34ead17,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
zh_08804,女护士乘电梯被夹死事故原因查明[腾讯]-中国移动冲浪助手:http://go.10086.cn/nd/mdc/NUljA,zh,gitcode_zh_sms_8a104,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,5bbbb4ebfbd1,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
uci_01090,Goodmorning today i am late for  &lt;DECIMAL&gt; min.,en,uci_sms_spam_collection_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,6c7125e13e05,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
uci_00441,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,en,uci_sms_spam_collection_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,0f5f3fcabd05,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
uci_03611,"Call me. I m unable to cal. Lets meet bhaskar, and deep",en,uci_sms_spam_collection_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,53a19db64fdf,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
uci_04528,Understand. his loss is my gain :) so do you work? School?,en,uci_sms_spam_collection_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,c2b4d8563355,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
uci_03499,You said to me before i went back to bed that you can't sleep for anything.,en,uci_sms_spam_collection_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,8349bf48f686,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
uci_04255,"How about clothes, jewelry, and trips?",en,uci_sms_spam_collection_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,02feea351815,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
uci_04575,:( but your not here....,en,uci_sms_spam_collection_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,d153f4e8be36,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
uci_01539,Midnight at the earliest,en,uci_sms_spam_collection_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,81f272a47aaa,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
uci_00753,Dont gimme that lip caveboy,en,uci_sms_spam_collection_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,720721aef524,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
uci_01950,Wait 2 min..stand at bus stop,en,uci_sms_spam_collection_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,b85b01b4d5b8,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
uci_04179,Two teams waiting for some players,en,uci_sms_spam_collection_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,9c987c31291b,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
uci_00601,Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D,en,uci_sms_spam_collection_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,1266b816fe23,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
zh_08262,"张薇（13810345905)希望加您为飞信好友:360 张薇""同意回复Y",zh,gitcode_zh_sms_8a104,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,6bcc69c74a1d,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
uci_01236,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,en,uci_sms_spam_collection_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,c12d6b402956,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
zh_04546,"全国十大橱柜品牌--中美合资【我乐厨柜】针对融科东南海小区业主样板橱柜招募中，您的服务顾问黄蓉-18874885459,89721747，体验店址：长沙各高端卖场。【我乐厨柜】",zh,gitcode_zh_sms_8a104,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,e8615d097cee,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
id_yudi_00859,"Kalo masih mau ke kep. Seribu mending ikut yang ini nih, tinggal duduk manis dari unpad du",id,yudiwbs_id_sms_spam_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,98edb0be4524,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
zh_08375,13701126330因手机忙暂未收到您发的短信。园博会“城市周”开幕：北京周首先亮相，活动持续至本周四；南京、鄂尔多斯等城市周将陆续亮相,zh,gitcode_zh_sms_8a104,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,19b3171de491,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
zh_03740,女护士乘电梯被夹死事故原因查明[腾讯]-中国移动冲浪助手:http://go.10086.cn/nd/md8/jqaVi,zh,gitcode_zh_sms_8a104,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,5bbbb4ebfbd1,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
uci_01083,Send to someone else :-),en,uci_sms_spam_collection_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,6a1e89f90097,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
zh_10782,美媒曝光中国地下空军:不可战胜[搜狐]-中国移动冲浪助手:http://go.10086.cn/nd/mgD/wCQUP,zh,gitcode_zh_sms_8a104,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,ca88947f04e5,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
iiitd_00991,Hv a lvly morning....!!,hi,iiitd_sms_spam_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,d0e5075c9fd3,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
id_ss_00335,Jadi tidak perlu memberitahu saya apa pun saya akan tidur malam yang baik,id,spamshield_indonesian_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,cfc52fc8c060,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
zh_01318,【联通赠刊】苍井空广告书法卖60万 网友表示：愚蠢的人类       http://hao.hb165.com/i/1/Fihp0E4d,zh,gitcode_zh_sms_8a104,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,47c794025aa0,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
uci_03904,Waiting in e car 4 my mum lor. U leh? Reach home already?,en,uci_sms_spam_collection_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,0188a55bb834,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
uci_00282,"""Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch"" gdeve..",en,uci_sms_spam_collection_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,5ae7b25907e3,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
uci_03589,If you were/are free i can give. Otherwise nalla adi entey nattil kittum,en,uci_sms_spam_collection_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,a1f8ebd3d525,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
iiitd_00805,"I got an email yesterday. You also probably received it. They are starting their recruitment process. The question is, did they select smit? Find out.",hi,iiitd_sms_spam_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,c5a1dcd49c4d,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
uci_02532,What's happening with you. Have you gotten a job and have you begun registration for permanent residency,en,uci_sms_spam_collection_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,a3ed96ca2346,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
uci_04024,Well. Balls. Time to make calls,en,uci_sms_spam_collection_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,2756c152ae99,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
uci_04189,Mm umma ask vava also to come tell him can play later together,en,uci_sms_spam_collection_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,c1024c6361cc,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
uci_03730,I'm at home. Please call,en,uci_sms_spam_collection_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,73fe47bca296,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
uci_01464,Ok good then i later come find ¨¹... C lucky i told ¨¹ to go earlier... Later pple take finish ¨¹ no more again...,en,uci_sms_spam_collection_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,46ca85f2043d,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
uci_04700,Yes fine,en,uci_sms_spam_collection_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,3a16906ffed4,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
id_ss_00498,Nope I'm not drivin... I neva mengembangkan da foto lei...,id,spamshield_indonesian_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,44a0171241d5,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
iiitd_00970,Hy hpy nw yr. .god bls ya ! Luv ya lots ! :-),hi,iiitd_sms_spam_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,639b62b69a2a,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
zh_00008,浦发信用卡祝您生日快乐，如意安康！感谢您对浦发信用卡的支持。【浦发银行】,zh,gitcode_zh_sms_8a104,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,c21fd1016bd2,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
uci_04706,Hey anyway i have to :-),en,uci_sms_spam_collection_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,6ad9db049337,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
uci_00450,10 min later k...,en,uci_sms_spam_collection_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,df0e908cf1cb,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
iiitd_00454,I wil gve 2 alka aunty 2marw,hi,iiitd_sms_spam_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,b162ccf0776e,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
iiitd_00398,i'm not able to call you! :( i've so many times. and your landline is busy. :(,hi,iiitd_sms_spam_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,cbfeeed306de,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
zh_03169,20日LME电：镍15070涨240，铅2041涨27，锡21300涨326，铜7388涨78。美银2258.2涨23[无锡不锈钢交易中心],zh,gitcode_zh_sms_8a104,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,98c2ca9c39dc,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
uci_01103,Black shirt n blue jeans... I thk i c ¨¹...,en,uci_sms_spam_collection_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,d46de464373b,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
id_ss_00811,Kakak saya menyelesaikan dua putaran di birla soft kemarin.,id,spamshield_indonesian_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,bcb8db9c840f,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
zh_01418,【招商证券】601688华泰证券：公司因有重要事项正在商谈中，为维护投资者利益，今起停牌。仅供参考，以沪深交易所公告为准,zh,gitcode_zh_sms_8a104,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,c5f6de91c185,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
uci_03294,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,en,uci_sms_spam_collection_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,2af5b33f509a,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
uci_02526,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",en,uci_sms_spam_collection_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,17abb528d1b6,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
uci_04596,Yo sorry was in the shower sup,en,uci_sms_spam_collection_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,29654e81e1e2,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
zh_10345,结婚娶亲本是一件高兴事，新郎却因一辆加长林肯车而当场落泪！这是为什么？详情请点击 http://10006.co/lbJ5,zh,gitcode_zh_sms_8a104,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,9a4723586dd0,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
id_ss_00705,Moby Pub Quiz.Win a £100 High Street prize if you know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP,id,spamshield_indonesian_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,0fe21dca6813,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
uci_00023,Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?,en,uci_sms_spam_collection_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,ad6448cd3e5d,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
zh_09551,【招商证券】财富早间版：央行称下半年继续贯彻定向调控，加大对经济发展重点领域的金融支持；新能源汽车下月起免征购置税。预计短期市场主板与创业板将继续呈现轮动效应，主板优质品种为本轮行情关注重点，轻仓者把握盘中震荡低吸机会。投资建议仅供参考。,zh,gitcode_zh_sms_8a104,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,0867b4b8334b,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
uci_03380,Dear umma she called me now :-),en,uci_sms_spam_collection_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,bfc7e8fd9a5a,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
zh_04251,美媒曝光中国地下空军:不可战胜[搜狐]-中国移动冲浪助手:http://go.10086.cn/nd/mgp/171BM1,zh,gitcode_zh_sms_8a104,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,ca88947f04e5,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
uci_03832,Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?,en,uci_sms_spam_collection_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,dd074a2d8d0b,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
uci_03761,We'll join the  &lt;#&gt;  bus,en,uci_sms_spam_collection_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,6e466822d82e,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
uci_01259,Honey boo I'm missing u.,en,uci_sms_spam_collection_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,53ff96f3aeee,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
uci_00293,Oops. 4 got that bit.,en,uci_sms_spam_collection_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,30a39a7ee4ff,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
zh_05336,2013年自考与计算机等级考试成绩现已公布，请中国电信用户拨打16887811查询自考成绩，拨打16887812查询计算机等级考试成绩。,zh,gitcode_zh_sms_8a104,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,0b6e43b64b4a,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
id_ss_00414,Selamat bercuti. selamat bercuti. selamat bercuti. selamat bercuti. selamat bercuti. selamat bercuti.,id,spamshield_indonesian_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,33009e58b78e,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
iiitd_00295,"If i can help u, tell me i will. Otherwise, i hope wotevr ur doing gets done as fast as posibl n as gud as posibl. Tc.",hi,iiitd_sms_spam_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,8ad99a80c8e2,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
zh_06279,美媒曝光中国地下空军:不可战胜[搜狐]-中国移动冲浪助手:http://go.10086.cn/nd/mgp/13ST1C,zh,gitcode_zh_sms_8a104,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,ca88947f04e5,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
id_ss_00666,"Awalnya, ia bergurau dengan Wif U...",id,spamshield_indonesian_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,9633bd4b24f1,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
zh_02137,（沧州沃生活）各位联通沃友：上午好！【少食多餐该怎么吃】晨6至9点:最佳选择鸡蛋、腊肠、酸奶、水果和燕麦粥。上午10点半:选低糖点心―酸奶。中午至下午2点：鸡鱼含蛋白质，蔬菜水果含维生素，适当坚果和橄榄油对健康有益。下午4点30分：蔬菜色拉或苹果。下午5至晚8点：含蛋白质、维生素和少量脂肪的食品。晚上9至次日晨6点：进食易发胖。一起听相声吧-德云社封箱相声专场全程一 http://video.sina.cn/?sa=d834917t424v456&sid=121706&spage=1&vt=4,zh,gitcode_zh_sms_8a104,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,ef6083e0cbed,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
uci_05284,I have gone into get info bt dont know what to do,en,uci_sms_spam_collection_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,d1c79021d368,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
id_ss_00637,"Tiket Xmas & New Years Eve sekarang dijual dari klub, selama hari dari 10am hingga 8pm, dan di Thurs, Fri & Sat malam ini.",id,spamshield_indonesian_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,c56b19a06c6e,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
zh_07160,[必备软件]软件名称：联通手机营业厅运行平台：安卓软件介绍：联通官方手机营业厅，动动手指，话费、流量随时随地全知道。下载地址：http://www.17wo.cn/WorkInfo.action?childId=1&workId=55692。,zh,gitcode_zh_sms_8a104,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,9bdec91e0d3d,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
zh_08219,"请您验证938h.com海通证 券早盘带领客户14.80元介入的300223。明日将拉6以上,电021-29079513",zh,gitcode_zh_sms_8a104,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,bfbc67529c24,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
uci_00759,U should have made an appointment,en,uci_sms_spam_collection_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,4ac53d97bf24,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
uci_02426,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,en,uci_sms_spam_collection_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,32cce43bdb62,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
uci_03992,I am on the way to ur home,en,uci_sms_spam_collection_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,98567d786fb4,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
zh_10409,【招商证券】财富收盘版：如早盘所示由于存在上涨惯性故今日上证收出中阳线，再创收盘新高，短期反弹仍有望持续。关注周末政策消息面情况。仅供参考。,zh,gitcode_zh_sms_8a104,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,0d74fc37bde2,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
id_ss_00096,"Anda dihubungi oleh Layanan Kencan kami oleh seseorang yang Anda kenal! Untuk mengetahui siapa itu, hubungi dari ponsel Anda atau landline 09064017305 PoBox75LDNS7",id,spamshield_indonesian_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,5e85a79b3b27,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
zh_06442,欢迎乘坐娄底长沙往返豪华别克小车，请电：15773813331 15773813332 小件速递，敬请保留！【国盛汽车服务】,zh,gitcode_zh_sms_8a104,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,717bc6cf8b91,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
zh_02902,5月25日8:30-11:30，盐城国际会展中心综合招聘会，欢迎各类人才进场洽谈！咨询68822566详见“沿海就业网”【市开发区人社局】,zh,gitcode_zh_sms_8a104,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,65469885b57c,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
uci_05321,Kothi print out marandratha.,en,uci_sms_spam_collection_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,ee7e88e4d028,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
uci_05403,Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx,en,uci_sms_spam_collection_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,bed4a5f249fb,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
id_yudi_00760,Gais aku sudah brgkt. Mau matiin hp,id,yudiwbs_id_sms_spam_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,75b3e942ba97,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
uci_00718,Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748,en,uci_sms_spam_collection_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,90028c57e26c,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
id_ss_00290,Pergi ke latihan lor... Muz kehilangan dan lemak...,id,spamshield_indonesian_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,cd5dac44d8f1,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
zh_10157,不可不看的美女搞笑视频集  http://g.wo.com.cn/gEy/9qhScO&h=1&f=a11FU,zh,gitcode_zh_sms_8a104,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,dd7f31de2899,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
uci_01812,Do ¨¹ all wan 2 meet up n combine all the parts? How's da rest of da project going?,en,uci_sms_spam_collection_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,a8901c26a428,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
zh_00341,纸袋碰腿北京2孕妇地铁内互殴[人民]-中国移动冲浪助手:http://go.10086.cn/nd/mgP/YGDM3,zh,gitcode_zh_sms_8a104,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,acba29da0882,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
uci_01658,S:-)if we have one good partnership going we will take lead:),en,uci_sms_spam_collection_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,64813d21af58,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
zh_08791,武大现85后正教授:简历引膜拜【江苏联通WAP推送】  http://g.js165.com/h5q/3B0zfQ&h=1&f=u1LVu,zh,gitcode_zh_sms_8a104,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,69920ef131ba,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
zh_06967,"回复QX不再接收此消息。""",zh,gitcode_zh_sms_8a104,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,b29519f82659,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
id_ss_01243,Txt CHAT ke 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,id,spamshield_indonesian_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,e31cd488595f,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
id_ss_00333,"Hanya mendapatkan sedikit uang gas, ada kesempatan Anda dan geng ingin pergi ke petualangan alam yang hebat?",id,spamshield_indonesian_v1,NEEDS_REVIEW,NEEDS_REVIEW,nr_pool,,,913e449358df,Open NR — mark HARASS if 扰民非骗转账.,harass_relabel
