id,text,language,source,uci_binary,label,annotator,template_group,notes
uci_02510,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,e2ff7a521ba6,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02511,Yunny i'm walking in citylink now ¨¹ faster come down... Me very hungry...,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,776248f08988,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02512,Er yep sure. Props?,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,aac114a6aa74,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02513,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,ded42b3322ef,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02514,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,en,uci_sms_spam_collection_v1,spam,FRAUD,,51623282d588,声称赢得诺基亚6230和免费数码相机要求发送NOKIA到付费号码，假中奖吸费诈骗
uci_02515,Ok ill send you with in  &lt;DECIMAL&gt;  ok.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,ba662c077957,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02516,Bognor it is! Should be splendid at this time of year.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,c0daadc3f80b,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02517,Yes.i'm in office da:),en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,e43ec34ead17,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02518,"Sorry, I'll call later",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,d5081f7715ce,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02519,Joy's father is John. Then John is the NAME of Joy's father. Mandan,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,8330e1279078,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02520,Ok. I only ask abt e movie. U wan ktv oso?,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,725a2156c401,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02521,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,b44360b55af1,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02522,"Sorry, I'll call later",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,d5081f7715ce,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02523,Dunno lei... I might b eatin wif my frens... If ¨¹ wan to eat then i wait 4 ¨¹ lar,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,1b3701d5d70e,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02524,"Sorry, I'll call later",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,d5081f7715ce,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02525,FREE entry into our ¡ê250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,en,uci_sms_spam_collection_v1,spam,FRAUD,,714859e425ee,声称免费进入250英镑周赛并发WIN到付费号码，假中奖诈骗
uci_02526,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,17abb528d1b6,宗教连锁短信要求发送给十个人获得奇迹，属于转发类消息，归为待审核
uci_02527,Do u noe how 2 send files between 2 computers?,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,e07701912b3d,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02528,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,bf82542db70c,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02529,jay says he'll put in  &lt;#&gt;,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,fabcc4350ada,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02530,Can you just come in for a sec? There's somebody here I want you to see,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,ec649a1c268a,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02531,So the sun is anti sleep medicine.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,92f29263988a,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02532,What's happening with you. Have you gotten a job and have you begun registration for permanent residency,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,a3ed96ca2346,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02533,Yup ok...,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,d505df084ff5,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02534,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,31034a1b736c,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02535,Ok enjoy . R u there in home.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,240770504166,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02536,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,ec99569303da,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02537,You do what all you like,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,b2c9af51aac5,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02538,That's y we haf to combine n c how lor...,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,fce63daed592,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02539,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,465300ca90d4,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02540,Hmmm:)how many players selected?,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,bd222294b9ed,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02541,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,9974fed38ea5,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02542,I dont. Can you send it to me. Plus how's mode.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,bded2c1705d7,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02543,Aiyo please ¨¹ got time meh.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,fc3770c67ec7,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02544,Package all your programs well,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,056e4a7d9938,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02545,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,f4dfa40cdca6,关于Shoranur火车事故的慈善连锁转发短信，属于转发类消息，归为待审核
uci_02546,So are you guys asking that i get that slippers again or its gone with last year,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,c29d97a4b8a7,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02547,Company is very good.environment is terrific and food is really nice:),en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,4279f0f7e7ee,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02548,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",en,uci_sms_spam_collection_v1,spam,AD,,0f2a353cc5af,推广下载铃声、标志和游戏的付费服务网站，属于内容服务广告
uci_02549,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,49907e1bfe6d,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02550,Yup but not studying surfing lor. I'm in e lazy mode today.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,4c199c307040,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02551,Please sen :)my kind advice :-)please come here and try:-),en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,a293554ba748,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02552,I'm done. C ¨¹ there.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,1ba821266834,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02553,"Oh fine, I'll be by tonight",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,43146f29cda0,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02554,¨¹ give me some time to walk there.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,628f550fe293,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02555,I'll reach in ard 20 mins ok...,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,4a76394520e5,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02556,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",en,uci_sms_spam_collection_v1,spam,FRAUD,,a365856d38ef,声称已获奖获得免费数码相机要求回复SNAP领取，假中奖吸费诈骗
uci_02557,Fuck babe ... What happened to you ? How come you never came back?,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,4d712aaea9fd,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02558,This message is brought to you by GMW Ltd. and is not connected to the,en,uci_sms_spam_collection_v1,spam,NEEDS_REVIEW,,8e13a3f9c5f7,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02559,"Some friends want me to drive em someplace, probably take a while",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,c3f9373fa196,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02560,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,2d660da810fe,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02561,Are you still getting the goods.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,a9ced3a58ca2,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02562,And maybe some pressies,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,4a8abb8f6968,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02563,"Yeah I am, so I'll leave maybe 7ish?",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,abd372cb1070,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02564,K..k..i'm also fine:)when will you complete the course?,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,dc616f1f70a1,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02565,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,7a5fa4003a67,脑筋急转弯/谜语转发消息，属于娱乐转发类内容，不属前四类
uci_02566,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,7a1f0dfdb7ae,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02567,You in your room? I need a few,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,d1caf42b04b2,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02568,I dont want to hear anything,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,196bbe3f80a3,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02569,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,e501572398e3,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02570,Ultimately tor motive tui achieve korli.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,85b8ec16d44f,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02571,From 5 to 2 only my work timing.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,551996cc8a29,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02572,¡­ and don¡®t worry we¡®ll have finished by march ¡­ ish!,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,6cbb658be5a6,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02573,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,698dfa41ce8d,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02574,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",en,uci_sms_spam_collection_v1,spam,FRAUD,,cc5a1bb8128d,声称获得3G视频手机要求拨打付费电话号码领取，假中奖吸费诈骗
uci_02575,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,en,uci_sms_spam_collection_v1,spam,AD,,233313005c59,免费色情视频并要求回复关键词获取下一条，属于成人内容付费订阅广告
uci_02576,Now thats going to ruin your thesis!,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,71114e5861e5,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02577,In sch but neva mind u eat 1st lor..,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,951adfa23cfc,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02578,Hey whats up? U sleeping all morning?,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,47223f3c5708,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02579,Erm. I thought the contract ran out the4th of october.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,c51228806567,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02580,I dunno until when... Lets go learn pilates...,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,109178740491,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02581,U are subscribed to the best Mobile Content Service in the UK for ¡ê3 per ten days until you send STOP to 83435. Helpline 08706091795.,en,uci_sms_spam_collection_v1,spam,AD,,7f643c314006,声称已订阅英国最佳移动内容服务并发送STOP退订，属于付费订阅服务广告
uci_02582,Yup i'm elaborating on the safety aspects and some other issues..,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,e590c76a3dfb,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02583,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs ¡ê1.50 each",en,uci_sms_spam_collection_v1,spam,AD,,83bc825cef20,免费塔罗牌文本占卜服务推广需付费续订，属于付费内容服务广告
uci_02584,"Goodmorning, today i am late for 1hr.",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,a88a672083c2,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02585,Hi happy birthday. Hi hi hi hi hi hi hi,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,7f31bbc0375a,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02586,I will be outside office take all from there,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,d4701c0c27c0,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02587,If you don't respond imma assume you're still asleep and imma start calling n shit,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,edd02cb556c5,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02588,"Aight, see you in a bit",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,aff9d4bf8d86,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02589,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,0906359aebc7,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02590,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,en,uci_sms_spam_collection_v1,spam,AD,,d6ea62a4fdc1,推广狗交服务并要求发送ENTRY订阅，属于成人付费交友广告
uci_02591,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,b1b17cb9c9e5,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02592,Still work going on:)it is very small house.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,54a42defe6e8,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02593,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,f515babe5397,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02594,Tmr timin still da same wat cos i got lesson until 6...,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,ff91391ff713,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02595,"That¡®s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,c0b894e66506,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02596,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. ¡ê1.50 SP:Tyrone,en,uci_sms_spam_collection_v1,spam,FRAUD,,2ae50a43ee0b,阳光竞猜声称赢取索尼DVD播放器要求发答案到付费号码，假中奖吸费诈骗
uci_02597,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,a60b17f4cf2f,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02598,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,9ee876592947,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02599,Okie... Thanx...,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,ddbf4eda0fae,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02600,"Gosh that , what a pain. Spose I better come then.",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,20f9b8764ee7,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02601,"As usual..iam fine, happy &amp; doing well..:)",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,75fd8500bbb2,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02602,Okie,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,a6e73a86ca9d,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02603,So when you gonna get rimac access,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,07a11e8ac1c8,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02604,"""Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?""",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,d94e9a7b5470,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02605,You call times job today ok umma and ask them to speed up,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,f37301ce0d0d,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02606,"""HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!""",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,0afb5c7a0666,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02607,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,68cc63ac10ea,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02608,:-) yeah! Lol. Luckily i didn't have a starring role like you!,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,dea28e0b27ad,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02609,Hello madam how are you ?,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,d4f026230205,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02610,"Awesome, text me when you're restocked",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,f1e3fda1baa7,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02611,"As usual..iam fine, happy &amp; doing well..:)",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,75fd8500bbb2,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02612,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a ¡ê250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstop¡ê1.50/week,en,uci_sms_spam_collection_v1,spam,FRAUD,,6b5566d24954,敲门笑话群发参加250英镑礼品券周赛，典型中奖吸费诈骗
uci_02613,Yes. It's all innocent fun. O:-),en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,e55b875b78c8,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02614,Thanks for sending this mental ability question..,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,5b016b5df488,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02615,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,85895cc6039e,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02616,2marrow only. Wed at  &lt;#&gt;  to 2 aha.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,3093fbe4730b,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02617,I went to ur hon lab but no one is there.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,f41647f5e563,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02618,I cant pick the phone right now. Pls send a message,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,ea4561f1db70,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02619,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,a6b37f51bd0b,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02620,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,en,uci_sms_spam_collection_v1,spam,AD,,0b76f723125b,转发自21870000的40个匹配并要求拨打电话检索消息的收费交友服务推广
uci_02621,How come?,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,35405f317537,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02622,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,en,uci_sms_spam_collection_v1,ham,AD,,385cd48d8a75,免费铃声订阅服务推广每周新铃声，属于付费内容订阅广告
uci_02623,Ok lor...,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,0df9b6706102,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
uci_02624,I'm coming home 4 dinner.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,4f8094d16be8,私人日常闲聊/生活对话/朋友间沟通，不属于事务/广告/诈骗/骚扰四类
